"id","country","age","month","visitors"
"663","Croatia","41-50","1/1/2010",55
"664","Croatia","51-60","1/1/2010",51
"665","Croatia","61+","1/1/2010",10
"666","Romania","Total","1/1/2010",467
"667","Romania","0-20","1/1/2010",8
"668","Romania","21-30","1/1/2010",45
"669","Romania","31-40","1/1/2010",51
"670","Romania","41-50","1/1/2010",67
"671","Romania","51-60","1/1/2010",28
"672","Romania","61+","1/1/2010",3
"673","Bulgaria","Total","1/1/2010",547
"674","Bulgaria","0-20","1/1/2010",0
"675","Bulgaria","21-30","1/1/2010",33
"676","Bulgaria","31-40","1/1/2010",41
"677","Bulgaria","41-50","1/1/2010",29
"678","Bulgaria","51-60","1/1/2010",20
"679","Bulgaria","61+","1/1/2010",1
"680","Poland","Total","1/1/2010",751
"681","Poland","0-20","1/1/2010",24
"682","Poland","21-30","1/1/2010",97
"683","Poland","31-40","1/1/2010",98
"684","Poland","41-50","1/1/2010",79
"685","Poland","51-60","1/1/2010",69
"686","Poland","61+","1/1/2010",18
"687","Australia","Total","1/1/2010",5957
"688","Australia","0-20","1/1/2010",577
"689","Australia","21-30","1/1/2010",1376
"690","Australia","31-40","1/1/2010",1191
"691","Australia","41-50","1/1/2010",1071
"692","Australia","51-60","1/1/2010",920
"693","Australia","61+","1/1/2010",529
"694","New Zealand","Total","1/1/2010",1487
"695","New Zealand","0-20","1/1/2010",181
"696","New Zealand","21-30","1/1/2010",423
"697","New Zealand","31-40","1/1/2010",305
"698","New Zealand","41-50","1/1/2010",221
"699","New Zealand","51-60","1/1/2010",198
"700","New Zealand","61+","1/1/2010",94
"701","South Africa Union","Total","1/1/2010",876
"702","South Africa Union","0-20","1/1/2010",23
"703","South Africa Union","21-30","1/1/2010",388
"704","South Africa Union","31-40","1/1/2010",151
"705","South Africa Union","41-50","1/1/2010",123
"706","South Africa Union","51-60","1/1/2010",83
"707","South Africa Union","61+","1/1/2010",27
"708","Total","Total","1/1/2010",638911
"709","Total","0-20","1/1/2010",52868
"710","Total","21-30","1/1/2010",157398
"711","Total","31-40","1/1/2010",118874
"712","Total","41-50","1/1/2010",108865
"713","Total","51-60","1/1/2010",85328
"714","Total","61+","1/1/2010",53775
"715","Japan","Total","1/1/2010",306126
"716","Japan","0-20","1/1/2010",35180
"717","Japan","21-30","1/1/2010",70294
"718","Japan","31-40","1/1/2010",45333
"719","Japan","41-50","1/1/2010",52894
"720","Japan","51-60","1/1/2010",52292
"721","Japan","61+","1/1/2010",47372
"722","Taiwan","Total","1/1/2010",27894
"723","Taiwan","0-20","1/1/2010",1451
"724","Taiwan","21-30","1/1/2010",7926
"725","Taiwan","31-40","1/1/2010",8249
"726","Taiwan","41-50","1/1/2010",4680
"727","Taiwan","51-60","1/1/2010",3268
"728","Taiwan","61+","1/1/2010",1738
"729","Hong Kong","Total","1/1/2010",17924
"730","Hong Kong","0-20","1/1/2010",997
"731","Hong Kong","21-30","1/1/2010",4540
"732","Hong Kong","31-40","1/1/2010",4811
"733","Hong Kong","41-50","1/1/2010",3782
"734","Hong Kong","51-60","1/1/2010",2278
"735","Hong Kong","61+","1/1/2010",969
"736","Thailand","Total","1/1/2010",25158
"737","Thailand","0-20","1/1/2010",2680
"738","Thailand","21-30","1/1/2010",4801
"739","Thailand","31-40","1/1/2010",5566
"740","Thailand","41-50","1/1/2010",4272
"741","Thailand","51-60","1/1/2010",2697
"742","Thailand","61+","1/1/2010",1285
"743","Malaysia","Total","1/1/2010",8333
"744","Malaysia","0-20","1/1/2010",507
"745","Malaysia","21-30","1/1/2010",1334
"746","Malaysia","31-40","1/1/2010",2212
"747","Malaysia","41-50","1/1/2010",1592
"748","Malaysia","51-60","1/1/2010",923
"749","Malaysia","61+","1/1/2010",395
"750","Philippines","Total","1/1/2010",27441
"751","Philippines","0-20","1/1/2010",892
"752","Philippines","21-30","1/1/2010",1879
"753","Philippines","31-40","1/1/2010",2641
"754","Philippines","41-50","1/1/2010",1904
"755","Philippines","51-60","1/1/2010",1045
"756","Philippines","61+","1/1/2010",423
"757","Indonesia","Total","1/1/2010",6030
"758","Indonesia","0-20","1/1/2010",116
"759","Indonesia","21-30","1/1/2010",841
"760","Indonesia","31-40","1/1/2010",1018
"761","Indonesia","41-50","1/1/2010",720
"762","Indonesia","51-60","1/1/2010",420
"763","Indonesia","61+","1/1/2010",150
"764","Singapore","Total","1/1/2010",7409
"765","Singapore","0-20","1/1/2010",899
"766","Singapore","21-30","1/1/2010",933
"767","Singapore","31-40","1/1/2010",1532
"768","Singapore","41-50","1/1/2010",1559
"769","Singapore","51-60","1/1/2010",1075
"770","Singapore","61+","1/1/2010",445
"771","Myanmar","Total","1/1/2010",5412
"772","Myanmar","0-20","1/1/2010",9
"773","Myanmar","21-30","1/1/2010",448
"774","Myanmar","31-40","1/1/2010",478
"775","Myanmar","41-50","1/1/2010",272
"776","Myanmar","51-60","1/1/2010",120
"777","Myanmar","61+","1/1/2010",11
"778","Vietnam","Total","1/1/2010",7674
"779","Vietnam","0-20","1/1/2010",121
"780","Vietnam","21-30","1/1/2010",2901
"781","Vietnam","31-40","1/1/2010",1541
"782","Vietnam","41-50","1/1/2010",808
"783","Vietnam","51-60","1/1/2010",602
"784","Vietnam","61+","1/1/2010",130
"785","India","Total","1/1/2010",6810
"786","India","0-20","1/1/2010",110
"787","India","21-30","1/1/2010",1033
"788","India","31-40","1/1/2010",1285
"789","India","41-50","1/1/2010",792
"790","India","51-60","1/1/2010",372
"791","India","61+","1/1/2010",102
"792","Sri Lanka","Total","1/1/2010",684
"793","Sri Lanka","0-20","1/1/2010",5
"794","Sri Lanka","21-30","1/1/2010",160
"795","Sri Lanka","31-40","1/1/2010",183
"796","Sri Lanka","41-50","1/1/2010",56
"797","Sri Lanka","51-60","1/1/2010",31
"798","Sri Lanka","61+","1/1/2010",5
"799","Pakistan","Total","1/1/2010",852
"800","Pakistan","0-20","1/1/2010",14
"801","Pakistan","21-30","1/1/2010",247
"802","Pakistan","31-40","1/1/2010",295
"803","Pakistan","41-50","1/1/2010",148
"804","Pakistan","51-60","1/1/2010",53
"805","Pakistan","61+","1/1/2010",18
"806","Bangladesh","Total","1/1/2010",632
"807","Bangladesh","0-20","1/1/2010",15
"808","Bangladesh","21-30","1/1/2010",122
"809","Bangladesh","31-40","1/1/2010",196
"810","Bangladesh","41-50","1/1/2010",89
"811","Bangladesh","51-60","1/1/2010",37
"812","Bangladesh","61+","1/1/2010",8
"813","Mongolia","Total","1/1/2010",3293
"814","Mongolia","0-20","1/1/2010",262
"815","Mongolia","21-30","1/1/2010",929
"816","Mongolia","31-40","1/1/2010",959
"817","Mongolia","41-50","1/1/2010",614
"818","Mongolia","51-60","1/1/2010",255
"819","Mongolia","61+","1/1/2010",92
"820","China","Total","1/1/2010",141457
"821","China","0-20","1/1/2010",3889
"822","China","21-30","1/1/2010",30913
"823","China","31-40","1/1/2010",31969
"824","China","41-50","1/1/2010",29058
"825","China","51-60","1/1/2010",18413
"826","China","61+","1/1/2010",8754
"827","Iran","Total","1/1/2010",818
"828","Iran","0-20","1/1/2010",60
"829","Iran","21-30","1/1/2010",93
"830","Iran","31-40","1/1/2010",168
"831","Iran","41-50","1/1/2010",147
"832","Iran","51-60","1/1/2010",70
"833","Iran","61+","1/1/2010",19
"834","Israel","Total","1/1/2010",1239
"835","Israel","0-20","1/1/2010",42
"836","Israel","21-30","1/1/2010",120
"837","Israel","31-40","1/1/2010",257
"838","Israel","41-50","1/1/2010",236
"839","Israel","51-60","1/1/2010",222
"840","Israel","61+","1/1/2010",299
"841","Turkey","Total","1/1/2010",1492
"842","Turkey","0-20","1/1/2010",13
"843","Turkey","21-30","1/1/2010",211
"844","Turkey","31-40","1/1/2010",344
"845","Turkey","41-50","1/1/2010",216
"846","Turkey","51-60","1/1/2010",108
"847","Turkey","61+","1/1/2010",47
"848","Uzbekistan","Total","1/1/2010",1510
"849","Uzbekistan","0-20","1/1/2010",76
"850","Uzbekistan","21-30","1/1/2010",324
"851","Uzbekistan","31-40","1/1/2010",454
"852","Uzbekistan","41-50","1/1/2010",251
"853","Uzbekistan","51-60","1/1/2010",163
"854","Uzbekistan","61+","1/1/2010",25
"855","Kazakhstan","Total","1/1/2010",510
"856","Kazakhstan","0-20","1/1/2010",65
"857","Kazakhstan","21-30","1/1/2010",111
"858","Kazakhstan","31-40","1/1/2010",135
"859","Kazakhstan","41-50","1/1/2010",77
"860","Kazakhstan","51-60","1/1/2010",44
"861","Kazakhstan","61+","1/1/2010",39
"862","USA","Total","1/1/2010",54610
"863","USA","0-20","1/1/2010",4575
"864","USA","21-30","1/1/2010",7034
"865","USA","31-40","1/1/2010",8054
"866","USA","41-50","1/1/2010",10856
"867","USA","51-60","1/1/2010",10740
"868","USA","61+","1/1/2010",9005
"869","Canada","Total","1/1/2010",10001
"870","Canada","0-20","1/1/2010",1030
"871","Canada","21-30","1/1/2010",1590
"872","Canada","31-40","1/1/2010",1615
"873","Canada","41-50","1/1/2010",1797
"874","Canada","51-60","1/1/2010",1666
"875","Canada","61+","1/1/2010",1348
"876","Mexico","Total","1/1/2010",530
"877","Mexico","0-20","1/1/2010",19
"878","Mexico","21-30","1/1/2010",118
"879","Mexico","31-40","1/1/2010",119
"880","Mexico","41-50","1/1/2010",77
"881","Mexico","51-60","1/1/2010",45
"882","Mexico","61+","1/1/2010",39
"883","Brazil","Total","1/1/2010",979
"884","Brazil","0-20","1/1/2010",49
"885","Brazil","21-30","1/1/2010",179
"886","Brazil","31-40","1/1/2010",209
"887","Brazil","41-50","1/1/2010",168
"888","Brazil","51-60","1/1/2010",121
"889","Brazil","61+","1/1/2010",57
"890","United Kingdom","Total","1/1/2010",8782
"891","United Kingdom","0-20","1/1/2010",415
"892","United Kingdom","21-30","1/1/2010",1118
"893","United Kingdom","31-40","1/1/2010",1591
"894","United Kingdom","41-50","1/1/2010",1893
"895","United Kingdom","51-60","1/1/2010",1508
"896","United Kingdom","61+","1/1/2010",1379
"897","Germany","Total","1/1/2010",10378
"898","Germany","0-20","1/1/2010",454
"899","Germany","21-30","1/1/2010",1390
"900","Germany","31-40","1/1/2010",1652
"901","Germany","41-50","1/1/2010",2349
"902","Germany","51-60","1/1/2010",1307
"903","Germany","61+","1/1/2010",996
"904","France","Total","1/1/2010",5140
"905","France","0-20","1/1/2010",153
"906","France","21-30","1/1/2010",732
"907","France","31-40","1/1/2010",1223
"908","France","41-50","1/1/2010",1201
"909","France","51-60","1/1/2010",720
"910","France","61+","1/1/2010",376
"911","Netherlands","Total","1/1/2010",2059
"912","Netherlands","0-20","1/1/2010",56
"913","Netherlands","21-30","1/1/2010",198
"914","Netherlands","31-40","1/1/2010",409
"915","Netherlands","41-50","1/1/2010",503
"916","Netherlands","51-60","1/1/2010",297
"917","Netherlands","61+","1/1/2010",216
"918","Sweden","Total","1/1/2010",1109
"919","Sweden","0-20","1/1/2010",49
"920","Sweden","21-30","1/1/2010",142
"921","Sweden","31-40","1/1/2010",243
"922","Sweden","41-50","1/1/2010",275
"923","Sweden","51-60","1/1/2010",201
"924","Sweden","61+","1/1/2010",91
"925","Switzerland","Total","1/1/2010",941
"926","Switzerland","0-20","1/1/2010",27
"927","Switzerland","21-30","1/1/2010",128
"928","Switzerland","31-40","1/1/2010",182
"929","Switzerland","41-50","1/1/2010",222
"930","Switzerland","51-60","1/1/2010",151
"931","Switzerland","61+","1/1/2010",115
"932","Itary","Total","1/1/2010",1982
"933","Itary","0-20","1/1/2010",29
"934","Itary","21-30","1/1/2010",193
"935","Itary","31-40","1/1/2010",542
"936","Itary","41-50","1/1/2010",563
"937","Itary","51-60","1/1/2010",339
"938","Itary","61+","1/1/2010",141
"939","Denmark","Total","1/1/2010",695
"940","Denmark","0-20","1/1/2010",20
"941","Denmark","21-30","1/1/2010",90
"942","Denmark","31-40","1/1/2010",154
"943","Denmark","41-50","1/1/2010",194
"944","Denmark","51-60","1/1/2010",110
"945","Denmark","61+","1/1/2010",49
"946","Norway","Total","1/1/2010",1324
"947","Norway","0-20","1/1/2010",97
"948","Norway","21-30","1/1/2010",295
"949","Norway","31-40","1/1/2010",287
"950","Norway","41-50","1/1/2010",272
"951","Norway","51-60","1/1/2010",216
"952","Norway","61+","1/1/2010",93
"953","Belgium","Total","1/1/2010",627
"954","Belgium","0-20","1/1/2010",11
"955","Belgium","21-30","1/1/2010",49
"956","Belgium","31-40","1/1/2010",138
"957","Belgium","41-50","1/1/2010",189
"958","Belgium","51-60","1/1/2010",113
"959","Belgium","61+","1/1/2010",44
"960","Austria","Total","1/1/2010",833
"961","Austria","0-20","1/1/2010",14
"962","Austria","21-30","1/1/2010",96
"963","Austria","31-40","1/1/2010",155
"964","Austria","41-50","1/1/2010",198
"965","Austria","51-60","1/1/2010",142
"966","Austria","61+","1/1/2010",105
"967","Spain","Total","1/1/2010",918
"968","Spain","0-20","1/1/2010",24
"969","Spain","21-30","1/1/2010",141
"970","Spain","31-40","1/1/2010",346
"971","Spain","41-50","1/1/2010",184
"972","Spain","51-60","1/1/2010",112
"973","Spain","61+","1/1/2010",42
"974","Greece","Total","1/1/2010",714
"975","Greece","0-20","1/1/2010",12
"976","Greece","21-30","1/1/2010",63
"977","Greece","31-40","1/1/2010",126
"978","Greece","41-50","1/1/2010",109
"979","Greece","51-60","1/1/2010",88
"980","Greece","61+","1/1/2010",49
"981","Portugal","Total","1/1/2010",367
"982","Portugal","0-20","1/1/2010",9
"983","Portugal","21-30","1/1/2010",59
"984","Portugal","31-40","1/1/2010",88
"985","Portugal","41-50","1/1/2010",69
"986","Portugal","51-60","1/1/2010",38
"987","Portugal","61+","1/1/2010",20
"988","Finland","Total","1/1/2010",777
"989","Finland","0-20","1/1/2010",35
"990","Finland","21-30","1/1/2010",94
"991","Finland","31-40","1/1/2010",154
"992","Finland","41-50","1/1/2010",146
"993","Finland","51-60","1/1/2010",131
"994","Finland","61+","1/1/2010",63
"995","Ireland","Total","1/1/2010",570
"996","Ireland","0-20","1/1/2010",25
"997","Ireland","21-30","1/1/2010",147
"998","Ireland","31-40","1/1/2010",131
"999","Ireland","41-50","1/1/2010",110
"1000","Ireland","51-60","1/1/2010",78
"1001","Ireland","61+","1/1/2010",46
"1002","Ukraine","Total","1/1/2010",2067
"1003","Ukraine","0-20","1/1/2010",18
"1004","Ukraine","21-30","1/1/2010",142
"1005","Ukraine","31-40","1/1/2010",106
"1006","Ukraine","41-50","1/1/2010",102
"1007","Ukraine","51-60","1/1/2010",41
"1008","Ukraine","61+","1/1/2010",17
"1009","Russia","Total","1/1/2010",10597
"1010","Russia","0-20","1/1/2010",470
"1011","Russia","21-30","1/1/2010",888
"1012","Russia","31-40","1/1/2010",1292
"1013","Russia","41-50","1/1/2010",1388
"1014","Russia","51-60","1/1/2010",900
"1015","Russia","61+","1/1/2010",420
"1016","Croatia","Total","1/1/2010",543
"1017","Croatia","0-20","1/1/2010",2
"1018","Croatia","21-30","1/1/2010",22
"1019","Croatia","31-40","1/1/2010",76
"1020","Croatia","41-50","1/1/2010",50
"1021","Croatia","51-60","1/1/2010",29
"1022","Croatia","61+","1/1/2010",7
"1023","Romania","Total","1/1/2010",735
"1024","Romania","0-20","1/1/2010",4
"1025","Romania","21-30","1/1/2010",55
"1026","Romania","31-40","1/1/2010",67
"1027","Romania","41-50","1/1/2010",62
"1028","Romania","51-60","1/1/2010",22
"1029","Romania","61+","1/1/2010",3
"1030","Bulgaria","Total","1/1/2010",680
"1031","Bulgaria","0-20","1/1/2010",4
"1032","Bulgaria","21-30","1/1/2010",46
"1033","Bulgaria","31-40","1/1/2010",46
"1034","Bulgaria","41-50","1/1/2010",37
"1035","Bulgaria","51-60","1/1/2010",18
"1036","Bulgaria","61+","1/1/2010",3
"1037","Poland","Total","1/1/2010",952
"1038","Poland","0-20","1/1/2010",10
"1039","Poland","21-30","1/1/2010",129
"1040","Poland","31-40","1/1/2010",158
"1041","Poland","41-50","1/1/2010",81
"1042","Poland","51-60","1/1/2010",87
"1043","Poland","61+","1/1/2010",35
"1044","Australia","Total","1/1/2010",12079
"1045","Australia","0-20","1/1/2010",1083
"1046","Australia","21-30","1/1/2010",1282
"1047","Australia","31-40","1/1/2010",1703
"1048","Australia","41-50","1/1/2010",1785
"1049","Australia","51-60","1/1/2010",1818
"1050","Australia","61+","1/1/2010",3030
"1051","New Zealand","Total","1/1/2010",2095
"1052","New Zealand","0-20","1/1/2010",208
"1053","New Zealand","21-30","1/1/2010",403
"1054","New Zealand","31-40","1/1/2010",397
"1055","New Zealand","41-50","1/1/2010",308
"1056","New Zealand","51-60","1/1/2010",325
"1057","New Zealand","61+","1/1/2010",301
"1058","South Africa Union","Total","1/1/2010",688
"1059","South Africa Union","0-20","1/1/2010",18
"1060","South Africa Union","21-30","1/1/2010",153
"1061","South Africa Union","31-40","1/1/2010",121
"1062","South Africa Union","41-50","1/1/2010",122
"1063","South Africa Union","51-60","1/1/2010",65
"1064","South Africa Union","61+","1/1/2010",21
"1065","Total","Total","1/1/2010",769894
"1066","Total","0-20","1/1/2010",58527
"1067","Total","21-30","1/1/2010",151235
"1068","Total","31-40","1/1/2010",137418
"1069","Total","41-50","1/1/2010",138279
"1070","Total","51-60","1/1/2010",113867
"1071","Total","61+","1/1/2010",86643
"1072","Japan","Total","1/1/2010",239075
"1073","Japan","0-20","1/1/2010",11233
"1074","Japan","21-30","1/1/2010",34741
"1075","Japan","31-40","1/1/2010",42175
"1076","Japan","41-50","1/1/2010",43074
"1077","Japan","51-60","1/1/2010",50206
"1078","Japan","61+","1/1/2010",55269
"1079","Taiwan","Total","1/1/2010",33518
"1080","Taiwan","0-20","1/1/2010",1818
"1081","Taiwan","21-30","1/1/2010",8847
"1082","Taiwan","31-40","1/1/2010",9488
"1083","Taiwan","41-50","1/1/2010",5566
"1084","Taiwan","51-60","1/1/2010",4468
"1085","Taiwan","61+","1/1/2010",2831
"1086","Hong Kong","Total","1/1/2010",20217
"1087","Hong Kong","0-20","1/1/2010",2032
"1088","Hong Kong","21-30","1/1/2010",4105
"1089","Hong Kong","31-40","1/1/2010",5021
"1090","Hong Kong","41-50","1/1/2010",4374
"1091","Hong Kong","51-60","1/1/2010",2519
"1092","Hong Kong","61+","1/1/2010",1453
"1093","Thailand","Total","1/1/2010",33398
"1094","Thailand","0-20","1/1/2010",5098
"1095","Thailand","21-30","1/1/2010",6019
"1096","Thailand","31-40","1/1/2010",6354
"1097","Thailand","41-50","1/1/2010",5777
"1098","Thailand","51-60","1/1/2010",4620
"1099","Thailand","61+","1/1/2010",2055
"1100","Malaysia","Total","1/1/2010",11591
"1101","Malaysia","0-20","1/1/2010",322
"1102","Malaysia","21-30","1/1/2010",1946
"1103","Malaysia","31-40","1/1/2010",2829
"1104","Malaysia","41-50","1/1/2010",2149
"1105","Malaysia","51-60","1/1/2010",1944
"1106","Malaysia","61+","1/1/2010",1279
"1107","Philippines","Total","1/1/2010",26529
"1108","Philippines","0-20","1/1/2010",1026
"1109","Philippines","21-30","1/1/2010",1932
"1110","Philippines","31-40","1/1/2010",2910
"1111","Philippines","41-50","1/1/2010",1916
"1112","Philippines","51-60","1/1/2010",1087
"1113","Philippines","61+","1/1/2010",503
"1114","Indonesia","Total","1/1/2010",7516
"1115","Indonesia","0-20","1/1/2010",96
"1116","Indonesia","21-30","1/1/2010",949
"1117","Indonesia","31-40","1/1/2010",1263
"1118","Indonesia","41-50","1/1/2010",767
"1119","Indonesia","51-60","1/1/2010",554
"1120","Indonesia","61+","1/1/2010",379
"1121","Singapore","Total","1/1/2010",8732
"1122","Singapore","0-20","1/1/2010",407
"1123","Singapore","21-30","1/1/2010",1038
"1124","Singapore","31-40","1/1/2010",1710
"1125","Singapore","41-50","1/1/2010",1685
"1126","Singapore","51-60","1/1/2010",1730
"1127","Singapore","61+","1/1/2010",1218
"1128","Myanmar","Total","1/1/2010",5068
"1129","Myanmar","0-20","1/1/2010",41
"1130","Myanmar","21-30","1/1/2010",400
"1131","Myanmar","31-40","1/1/2010",370
"1132","Myanmar","41-50","1/1/2010",207
"1133","Myanmar","51-60","1/1/2010",101
"1134","Myanmar","61+","1/1/2010",21
"1135","Vietnam","Total","1/1/2010",7152
"1136","Vietnam","0-20","1/1/2010",200
"1137","Vietnam","21-30","1/1/2010",1467
"1138","Vietnam","31-40","1/1/2010",1499
"1139","Vietnam","41-50","1/1/2010",1134
"1140","Vietnam","51-60","1/1/2010",1059
"1141","Vietnam","61+","1/1/2010",235
"1142","India","Total","1/1/2010",7155
"1143","India","0-20","1/1/2010",172
"1144","India","21-30","1/1/2010",979
"1145","India","31-40","1/1/2010",1326
"1146","India","41-50","1/1/2010",928
