"id","country","age","month","visitors"
"7389","Austria","31-40","1/1/2011",174
"7390","Austria","41-50","1/1/2011",161
"7391","Austria","51-60","1/1/2011",112
"7392","Austria","61+","1/1/2011",51
"7393","Spain","Total","1/1/2011",1113
"7394","Spain","0-20","1/1/2011",31
"7395","Spain","21-30","1/1/2011",236
"7396","Spain","31-40","1/1/2011",389
"7397","Spain","41-50","1/1/2011",211
"7398","Spain","51-60","1/1/2011",101
"7399","Spain","61+","1/1/2011",77
"7400","Greece","Total","1/1/2011",875
"7401","Greece","0-20","1/1/2011",24
"7402","Greece","21-30","1/1/2011",76
"7403","Greece","31-40","1/1/2011",137
"7404","Greece","41-50","1/1/2011",117
"7405","Greece","51-60","1/1/2011",85
"7406","Greece","61+","1/1/2011",48
"7407","Portugal","Total","1/1/2011",497
"7408","Portugal","0-20","1/1/2011",50
"7409","Portugal","21-30","1/1/2011",63
"7410","Portugal","31-40","1/1/2011",127
"7411","Portugal","41-50","1/1/2011",101
"7412","Portugal","51-60","1/1/2011",86
"7413","Portugal","61+","1/1/2011",23
"7414","Finland","Total","1/1/2011",902
"7415","Finland","0-20","1/1/2011",20
"7416","Finland","21-30","1/1/2011",87
"7417","Finland","31-40","1/1/2011",156
"7418","Finland","41-50","1/1/2011",185
"7419","Finland","51-60","1/1/2011",132
"7420","Finland","61+","1/1/2011",44
"7421","Ireland","Total","1/1/2011",655
"7422","Ireland","0-20","1/1/2011",13
"7423","Ireland","21-30","1/1/2011",195
"7424","Ireland","31-40","1/1/2011",170
"7425","Ireland","41-50","1/1/2011",83
"7426","Ireland","51-60","1/1/2011",92
"7427","Ireland","61+","1/1/2011",50
"7428","Ukraine","Total","1/1/2011",2689
"7429","Ukraine","0-20","1/1/2011",18
"7430","Ukraine","21-30","1/1/2011",159
"7431","Ukraine","31-40","1/1/2011",144
"7432","Ukraine","41-50","1/1/2011",131
"7433","Ukraine","51-60","1/1/2011",78
"7434","Ukraine","61+","1/1/2011",20
"7435","Russia","Total","1/1/2011",11086
"7436","Russia","0-20","1/1/2011",556
"7437","Russia","21-30","1/1/2011",1400
"7438","Russia","31-40","1/1/2011",1470
"7439","Russia","41-50","1/1/2011",1398
"7440","Russia","51-60","1/1/2011",1140
"7441","Russia","61+","1/1/2011",391
"7442","Croatia","Total","1/1/2011",422
"7443","Croatia","0-20","1/1/2011",8
"7444","Croatia","21-30","1/1/2011",29
"7445","Croatia","31-40","1/1/2011",68
"7446","Croatia","41-50","1/1/2011",37
"7447","Croatia","51-60","1/1/2011",29
"7448","Croatia","61+","1/1/2011",8
"7449","Romania","Total","1/1/2011",859
"7450","Romania","0-20","1/1/2011",15
"7451","Romania","21-30","1/1/2011",83
"7452","Romania","31-40","1/1/2011",65
"7453","Romania","41-50","1/1/2011",86
"7454","Romania","51-60","1/1/2011",32
"7455","Romania","61+","1/1/2011",6
"7456","Bulgaria","Total","1/1/2011",714
"7457","Bulgaria","0-20","1/1/2011",15
"7458","Bulgaria","21-30","1/1/2011",55
"7459","Bulgaria","31-40","1/1/2011",67
"7460","Bulgaria","41-50","1/1/2011",40
"7461","Bulgaria","51-60","1/1/2011",22
"7462","Bulgaria","61+","1/1/2011",2
"7463","Poland","Total","1/1/2011",1127
"7464","Poland","0-20","1/1/2011",50
"7465","Poland","21-30","1/1/2011",192
"7466","Poland","31-40","1/1/2011",175
"7467","Poland","41-50","1/1/2011",92
"7468","Poland","51-60","1/1/2011",98
"7469","Poland","61+","1/1/2011",34
"7470","Australia","Total","1/1/2011",11857
"7471","Australia","0-20","1/1/2011",1591
"7472","Australia","21-30","1/1/2011",1490
"7473","Australia","31-40","1/1/2011",2089
"7474","Australia","41-50","1/1/2011",2097
"7475","Australia","51-60","1/1/2011",1982
"7476","Australia","61+","1/1/2011",1883
"7477","New Zealand","Total","1/1/2011",2420
"7478","New Zealand","0-20","1/1/2011",262
"7479","New Zealand","21-30","1/1/2011",398
"7480","New Zealand","31-40","1/1/2011",450
"7481","New Zealand","41-50","1/1/2011",403
"7482","New Zealand","51-60","1/1/2011",460
"7483","New Zealand","61+","1/1/2011",330
"7484","South Africa Union","Total","1/1/2011",822
"7485","South Africa Union","0-20","1/1/2011",24
"7486","South Africa Union","21-30","1/1/2011",214
"7487","South Africa Union","31-40","1/1/2011",102
"7488","South Africa Union","41-50","1/1/2011",151
"7489","South Africa Union","51-60","1/1/2011",137
"7490","South Africa Union","61+","1/1/2011",33
"7491","Total","Total","1/1/2011",906813
"7492","Total","0-20","1/1/2011",50091
"7493","Total","21-30","1/1/2011",192339
"7494","Total","31-40","1/1/2011",171511
"7495","Total","41-50","1/1/2011",158659
"7496","Total","51-60","1/1/2011",138331
"7497","Total","61+","1/1/2011",96615
"7498","Japan","Total","1/1/2011",340172
"7499","Japan","0-20","1/1/2011",19920
"7500","Japan","21-30","1/1/2011",62024
"7501","Japan","31-40","1/1/2011",58025
"7502","Japan","41-50","1/1/2011",59169
"7503","Japan","51-60","1/1/2011",66914
"7504","Japan","61+","1/1/2011",70134
"7505","Taiwan","Total","1/1/2011",44002
"7506","Taiwan","0-20","1/1/2011",2368
"7507","Taiwan","21-30","1/1/2011",12739
"7508","Taiwan","31-40","1/1/2011",12541
"7509","Taiwan","41-50","1/1/2011",6822
"7510","Taiwan","51-60","1/1/2011",5341
"7511","Taiwan","61+","1/1/2011",3387
"7512","Hong Kong","Total","1/1/2011",27720
"7513","Hong Kong","0-20","1/1/2011",925
"7514","Hong Kong","21-30","1/1/2011",6347
"7515","Hong Kong","31-40","1/1/2011",6518
"7516","Hong Kong","41-50","1/1/2011",6317
"7517","Hong Kong","51-60","1/1/2011",4657
"7518","Hong Kong","61+","1/1/2011",2266
"7519","Thailand","Total","1/1/2011",36792
"7520","Thailand","0-20","1/1/2011",4604
"7521","Thailand","21-30","1/1/2011",6720
"7522","Thailand","31-40","1/1/2011",7960
"7523","Thailand","41-50","1/1/2011",6462
"7524","Thailand","51-60","1/1/2011",4921
"7525","Thailand","61+","1/1/2011",2048
"7526","Malaysia","Total","1/1/2011",16115
"7527","Malaysia","0-20","1/1/2011",921
"7528","Malaysia","21-30","1/1/2011",3518
"7529","Malaysia","31-40","1/1/2011",3888
"7530","Malaysia","41-50","1/1/2011",2538
"7531","Malaysia","51-60","1/1/2011",2271
"7532","Malaysia","61+","1/1/2011",1253
"7533","Philippines","Total","1/1/2011",34426
"7534","Philippines","0-20","1/1/2011",1110
"7535","Philippines","21-30","1/1/2011",2970
"7536","Philippines","31-40","1/1/2011",3571
"7537","Philippines","41-50","1/1/2011",2629
"7538","Philippines","51-60","1/1/2011",1612
"7539","Philippines","61+","1/1/2011",595
"7540","Indonesia","Total","1/1/2011",11498
"7541","Indonesia","0-20","1/1/2011",386
"7542","Indonesia","21-30","1/1/2011",1903
"7543","Indonesia","31-40","1/1/2011",1992
"7544","Indonesia","41-50","1/1/2011",1484
"7545","Indonesia","51-60","1/1/2011",998
"7546","Indonesia","61+","1/1/2011",468
"7547","Singapore","Total","1/1/2011",11767
"7548","Singapore","0-20","1/1/2011",893
"7549","Singapore","21-30","1/1/2011",1818
"7550","Singapore","31-40","1/1/2011",2587
"7551","Singapore","41-50","1/1/2011",2345
"7552","Singapore","51-60","1/1/2011",1965
"7553","Singapore","61+","1/1/2011",985
"7554","Myanmar","Total","1/1/2011",6401
"7555","Myanmar","0-20","1/1/2011",37
"7556","Myanmar","21-30","1/1/2011",533
"7557","Myanmar","31-40","1/1/2011",530
"7558","Myanmar","41-50","1/1/2011",284
"7559","Myanmar","51-60","1/1/2011",146
"7560","Myanmar","61+","1/1/2011",40
"7561","Vietnam","Total","1/1/2011",8640
"7562","Vietnam","0-20","1/1/2011",228
"7563","Vietnam","21-30","1/1/2011",1956
"7564","Vietnam","31-40","1/1/2011",1777
"7565","Vietnam","41-50","1/1/2011",1362
"7566","Vietnam","51-60","1/1/2011",1275
"7567","Vietnam","61+","1/1/2011",399
"7568","India","Total","1/1/2011",9131
"7569","India","0-20","1/1/2011",209
"7570","India","21-30","1/1/2011",1369
"7571","India","31-40","1/1/2011",1705
"7572","India","41-50","1/1/2011",1141
"7573","India","51-60","1/1/2011",531
"7574","India","61+","1/1/2011",156
"7575","Sri Lanka","Total","1/1/2011",1124
"7576","Sri Lanka","0-20","1/1/2011",12
"7577","Sri Lanka","21-30","1/1/2011",278
"7578","Sri Lanka","31-40","1/1/2011",350
"7579","Sri Lanka","41-50","1/1/2011",143
"7580","Sri Lanka","51-60","1/1/2011",91
"7581","Sri Lanka","61+","1/1/2011",31
"7582","Pakistan","Total","1/1/2011",842
"7583","Pakistan","0-20","1/1/2011",35
"7584","Pakistan","21-30","1/1/2011",176
"7585","Pakistan","31-40","1/1/2011",280
"7586","Pakistan","41-50","1/1/2011",174
"7587","Pakistan","51-60","1/1/2011",90
"7588","Pakistan","61+","1/1/2011",28
"7589","Bangladesh","Total","1/1/2011",658
"7590","Bangladesh","0-20","1/1/2011",15
"7591","Bangladesh","21-30","1/1/2011",145
"7592","Bangladesh","31-40","1/1/2011",177
"7593","Bangladesh","41-50","1/1/2011",128
"7594","Bangladesh","51-60","1/1/2011",70
"7595","Bangladesh","61+","1/1/2011",7
"7596","Mongolia","Total","1/1/2011",4377
"7597","Mongolia","0-20","1/1/2011",343
"7598","Mongolia","21-30","1/1/2011",1012
"7599","Mongolia","31-40","1/1/2011",1388
"7600","Mongolia","41-50","1/1/2011",937
"7601","Mongolia","51-60","1/1/2011",404
"7602","Mongolia","61+","1/1/2011",192
"7603","China","Total","1/1/2011",214681
"7604","China","0-20","1/1/2011",8112
"7605","China","21-30","1/1/2011",44893
"7606","China","31-40","1/1/2011",44683
"7607","China","41-50","1/1/2011",43626
"7608","China","51-60","1/1/2011",31090
"7609","China","61+","1/1/2011",17147
"7610","Iran","Total","1/1/2011",1017
"7611","Iran","0-20","1/1/2011",31
"7612","Iran","21-30","1/1/2011",163
"7613","Iran","31-40","1/1/2011",289
"7614","Iran","41-50","1/1/2011",272
"7615","Iran","51-60","1/1/2011",122
"7616","Iran","61+","1/1/2011",30
"7617","Israel","Total","1/1/2011",1453
"7618","Israel","0-20","1/1/2011",76
"7619","Israel","21-30","1/1/2011",165
"7620","Israel","31-40","1/1/2011",333
"7621","Israel","41-50","1/1/2011",296
"7622","Israel","51-60","1/1/2011",294
"7623","Israel","61+","1/1/2011",260
"7624","Turkey","Total","1/1/2011",1610
"7625","Turkey","0-20","1/1/2011",25
"7626","Turkey","21-30","1/1/2011",237
"7627","Turkey","31-40","1/1/2011",391
"7628","Turkey","41-50","1/1/2011",228
"7629","Turkey","51-60","1/1/2011",110
"7630","Turkey","61+","1/1/2011",27
"7631","Uzbekistan","Total","1/1/2011",2956
"7632","Uzbekistan","0-20","1/1/2011",165
"7633","Uzbekistan","21-30","1/1/2011",949
"7634","Uzbekistan","31-40","1/1/2011",916
"7635","Uzbekistan","41-50","1/1/2011",435
"7636","Uzbekistan","51-60","1/1/2011",251
"7637","Uzbekistan","61+","1/1/2011",55
"7638","Kazakhstan","Total","1/1/2011",775
"7639","Kazakhstan","0-20","1/1/2011",82
"7640","Kazakhstan","21-30","1/1/2011",191
"7641","Kazakhstan","31-40","1/1/2011",159
"7642","Kazakhstan","41-50","1/1/2011",110
"7643","Kazakhstan","51-60","1/1/2011",114
"7644","Kazakhstan","61+","1/1/2011",46
"7645","USA","Total","1/1/2011",65158
"7646","USA","0-20","1/1/2011",3422
"7647","USA","21-30","1/1/2011",6791
"7648","USA","31-40","1/1/2011",9130
"7649","USA","41-50","1/1/2011",12226
"7650","USA","51-60","1/1/2011",14557
"7651","USA","61+","1/1/2011",14369
"7652","Canada","Total","1/1/2011",13401
"7653","Canada","0-20","1/1/2011",586
"7654","Canada","21-30","1/1/2011",1685
"7655","Canada","31-40","1/1/2011",1951
"7656","Canada","41-50","1/1/2011",2138
"7657","Canada","51-60","1/1/2011",2341
"7658","Canada","61+","1/1/2011",2623
"7659","Mexico","Total","1/1/2011",910
"7660","Mexico","0-20","1/1/2011",33
"7661","Mexico","21-30","1/1/2011",158
"7662","Mexico","31-40","1/1/2011",193
"7663","Mexico","41-50","1/1/2011",143
"7664","Mexico","51-60","1/1/2011",83
"7665","Mexico","61+","1/1/2011",55
"7666","Brazil","Total","1/1/2011",1641
"7667","Brazil","0-20","1/1/2011",69
"7668","Brazil","21-30","1/1/2011",310
"7669","Brazil","31-40","1/1/2011",385
"7670","Brazil","41-50","1/1/2011",273
"7671","Brazil","51-60","1/1/2011",218
"7672","Brazil","61+","1/1/2011",136
"7673","United Kingdom","Total","1/1/2011",11373
"7674","United Kingdom","0-20","1/1/2011",328
"7675","United Kingdom","21-30","1/1/2011",1574
"7676","United Kingdom","31-40","1/1/2011",2109
"7677","United Kingdom","41-50","1/1/2011",2635
"7678","United Kingdom","51-60","1/1/2011",2348
"7679","United Kingdom","61+","1/1/2011",1739
"7680","Germany","Total","1/1/2011",10893
"7681","Germany","0-20","1/1/2011",315
"7682","Germany","21-30","1/1/2011",1147
"7683","Germany","31-40","1/1/2011",2031
"7684","Germany","41-50","1/1/2011",2795
"7685","Germany","51-60","1/1/2011",1615
"7686","Germany","61+","1/1/2011",1094
"7687","France","Total","1/1/2011",7063
"7688","France","0-20","1/1/2011",364
"7689","France","21-30","1/1/2011",1153
"7690","France","31-40","1/1/2011",1694
"7691","France","41-50","1/1/2011",1443
"7692","France","51-60","1/1/2011",1059
"7693","France","61+","1/1/2011",577
"7694","Netherlands","Total","1/1/2011",2495
"7695","Netherlands","0-20","1/1/2011",91
"7696","Netherlands","21-30","1/1/2011",248
"7697","Netherlands","31-40","1/1/2011",507
"7698","Netherlands","41-50","1/1/2011",662
"7699","Netherlands","51-60","1/1/2011",358
"7700","Netherlands","61+","1/1/2011",223
"7701","Sweden","Total","1/1/2011",1637
"7702","Sweden","0-20","1/1/2011",95
"7703","Sweden","21-30","1/1/2011",194
"7704","Sweden","31-40","1/1/2011",371
"7705","Sweden","41-50","1/1/2011",397
"7706","Sweden","51-60","1/1/2011",296
"7707","Sweden","61+","1/1/2011",179
"7708","Switzerland","Total","1/1/2011",1464
"7709","Switzerland","0-20","1/1/2011",74
"7710","Switzerland","21-30","1/1/2011",177
"7711","Switzerland","31-40","1/1/2011",251
"7712","Switzerland","41-50","1/1/2011",322
"7713","Switzerland","51-60","1/1/2011",267
"7714","Switzerland","61+","1/1/2011",249
"7715","Itary","Total","1/1/2011",3192
"7716","Itary","0-20","1/1/2011",60
"7717","Itary","21-30","1/1/2011",345
"7718","Itary","31-40","1/1/2011",810
"7719","Itary","41-50","1/1/2011",815
"7720","Itary","51-60","1/1/2011",426
"7721","Itary","61+","1/1/2011",183
"7722","Denmark","Total","1/1/2011",1102
"7723","Denmark","0-20","1/1/2011",62
"7724","Denmark","21-30","1/1/2011",137
"7725","Denmark","31-40","1/1/2011",231
"7726","Denmark","41-50","1/1/2011",292
"7727","Denmark","51-60","1/1/2011",195
"7728","Denmark","61+","1/1/2011",109
"7729","Norway","Total","1/1/2011",1454
"7730","Norway","0-20","1/1/2011",49
"7731","Norway","21-30","1/1/2011",166
"7732","Norway","31-40","1/1/2011",323
"7733","Norway","41-50","1/1/2011",392
"7734","Norway","51-60","1/1/2011",326
"7735","Norway","61+","1/1/2011",135
"7736","Belgium","Total","1/1/2011",888
"7737","Belgium","0-20","1/1/2011",24
"7738","Belgium","21-30","1/1/2011",124
"7739","Belgium","31-40","1/1/2011",166
"7740","Belgium","41-50","1/1/2011",239
"7741","Belgium","51-60","1/1/2011",179
"7742","Belgium","61+","1/1/2011",75
"7743","Austria","Total","1/1/2011",1084
"7744","Austria","0-20","1/1/2011",12
"7745","Austria","21-30","1/1/2011",173
"7746","Austria","31-40","1/1/2011",254
"7747","Austria","41-50","1/1/2011",241
"7748","Austria","51-60","1/1/2011",154
"7749","Austria","61+","1/1/2011",74
"7750","Spain","Total","1/1/2011",1549
"7751","Spain","0-20","1/1/2011",18
"7752","Spain","21-30","1/1/2011",298
"7753","Spain","31-40","1/1/2011",490
"7754","Spain","41-50","1/1/2011",328
"7755","Spain","51-60","1/1/2011",206
"7756","Spain","61+","1/1/2011",111
"7757","Greece","Total","1/1/2011",823
"7758","Greece","0-20","1/1/2011",9
"7759","Greece","21-30","1/1/2011",62
"7760","Greece","31-40","1/1/2011",148
"7761","Greece","41-50","1/1/2011",139
"7762","Greece","51-60","1/1/2011",91
"7763","Greece","61+","1/1/2011",44
"7764","Portugal","Total","1/1/2011",563
"7765","Portugal","0-20","1/1/2011",7
"7766","Portugal","21-30","1/1/2011",96
"7767","Portugal","31-40","1/1/2011",130
"7768","Portugal","41-50","1/1/2011",128
"7769","Portugal","51-60","1/1/2011",101
"7770","Portugal","61+","1/1/2011",22
"7771","Finland","Total","1/1/2011",1076
"7772","Finland","0-20","1/1/2011",41
"7773","Finland","21-30","1/1/2011",118
"7774","Finland","31-40","1/1/2011",215
"7775","Finland","41-50","1/1/2011",220
"7776","Finland","51-60","1/1/2011",174
"7777","Finland","61+","1/1/2011",92
"7778","Ireland","Total","1/1/2011",1025
"7779","Ireland","0-20","1/1/2011",27
"7780","Ireland","21-30","1/1/2011",303
"7781","Ireland","31-40","1/1/2011",282
"7782","Ireland","41-50","1/1/2011",188
"7783","Ireland","51-60","1/1/2011",88
"7784","Ireland","61+","1/1/2011",70
"7785","Ukraine","Total","1/1/2011",2780
"7786","Ukraine","0-20","1/1/2011",10
"7787","Ukraine","21-30","1/1/2011",187
"7788","Ukraine","31-40","1/1/2011",239
"7789","Ukraine","41-50","1/1/2011",159
"7790","Ukraine","51-60","1/1/2011",86
"7791","Ukraine","61+","1/1/2011",24
"7792","Russia","Total","1/1/2011",14089
"7793","Russia","0-20","1/1/2011",734
"7794","Russia","21-30","1/1/2011",1498
"7795","Russia","31-40","1/1/2011",2112
"7796","Russia","41-50","1/1/2011",1932
"7797","Russia","51-60","1/1/2011",1322
"7798","Russia","61+","1/1/2011",661
"7799","Croatia","Total","1/1/2011",611
"7800","Croatia","0-20","1/1/2011",0
"7801","Croatia","21-30","1/1/2011",35
"7802","Croatia","31-40","1/1/2011",78
"7803","Croatia","41-50","1/1/2011",71
"7804","Croatia","51-60","1/1/2011",69
"7805","Croatia","61+","1/1/2011",10
"7806","Romania","Total","1/1/2011",933
"7807","Romania","0-20","1/1/2011",6
"7808","Romania","21-30","1/1/2011",97
"7809","Romania","31-40","1/1/2011",130
"7810","Romania","41-50","1/1/2011",92
"7811","Romania","51-60","1/1/2011",50
"7812","Romania","61+","1/1/2011",18
"7813","Bulgaria","Total","1/1/2011",637
"7814","Bulgaria","0-20","1/1/2011",3
"7815","Bulgaria","21-30","1/1/2011",61
"7816","Bulgaria","31-40","1/1/2011",63
"7817","Bulgaria","41-50","1/1/2011",38
"7818","Bulgaria","51-60","1/1/2011",34
"7819","Bulgaria","61+","1/1/2011",10
"7820","Poland","Total","1/1/2011",1153
"7821","Poland","0-20","1/1/2011",20
"7822","Poland","21-30","1/1/2011",208
"7823","Poland","31-40","1/1/2011",236
"7824","Poland","41-50","1/1/2011",133
"7825","Poland","51-60","1/1/2011",92
"7826","Poland","61+","1/1/2011",35
"7827","Australia","Total","1/1/2011",14239
"7828","Australia","0-20","1/1/2011",899
"7829","Australia","21-30","1/1/2011",1461
"7830","Australia","31-40","1/1/2011",2235
"7831","Australia","41-50","1/1/2011",2110
"7832","Australia","51-60","1/1/2011",2258
"7833","Australia","61+","1/1/2011",3488
"7834","New Zealand","Total","1/1/2011",2536
"7835","New Zealand","0-20","1/1/2011",277
"7836","New Zealand","21-30","1/1/2011",376
"7837","New Zealand","31-40","1/1/2011",473
"7838","New Zealand","41-50","1/1/2011",443
"7839","New Zealand","51-60","1/1/2011",452
"7840","New Zealand","61+","1/1/2011",334
"7841","South Africa Union","Total","1/1/2011",848
"7842","South Africa Union","0-20","1/1/2011",18
"7843","South Africa Union","21-30","1/1/2011",120
"7844","South Africa Union","31-40","1/1/2011",163
"7845","South Africa Union","41-50","1/1/2011",167
"7846","South Africa Union","51-60","1/1/2011",120
"7847","South Africa Union","61+","1/1/2011",47
"7848","Total","Total","1/1/2011",988320
"7849","Total","0-20","1/1/2011",49429
"7850","Total","21-30","1/1/2011",175087
"7851","Total","31-40","1/1/2011",185274
"7852","Total","41-50","1/1/2011",178254
"7853","Total","51-60","1/1/2011",163080
"7854","Total","61+","1/1/2011",134566
"7855","Japan","Total","1/1/2011",331721
"7856","Japan","0-20","1/1/2011",16157
"7857","Japan","21-30","1/1/2011",63835
"7858","Japan","31-40","1/1/2011",60707
"7859","Japan","41-50","1/1/2011",61019
"7860","Japan","51-60","1/1/2011",64863
"7861","Japan","61+","1/1/2011",62091
"7862","Taiwan","Total","1/1/2011",38496
"7863","Taiwan","0-20","1/1/2011",1540
"7864","Taiwan","21-30","1/1/2011",11987
"7865","Taiwan","31-40","1/1/2011",11294
"7866","Taiwan","41-50","1/1/2011",5728
"7867","Taiwan","51-60","1/1/2011",4596
"7868","Taiwan","61+","1/1/2011",2639
"7869","Hong Kong","Total","1/1/2011",25670
"7870","Hong Kong","0-20","1/1/2011",832
"7871","Hong Kong","21-30","1/1/2011",6897
"7872","Hong Kong","31-40","1/1/2011",6387
"7873","Hong Kong","41-50","1/1/2011",5342
"7874","Hong Kong","51-60","1/1/2011",3788
"7875","Hong Kong","61+","1/1/2011",1780
"7876","Thailand","Total","1/1/2011",23722
"7877","Thailand","0-20","1/1/2011",2160
"7878","Thailand","21-30","1/1/2011",5622
"7879","Thailand","31-40","1/1/2011",5603
"7880","Thailand","41-50","1/1/2011",3173
"7881","Thailand","51-60","1/1/2011",2244
"7882","Thailand","61+","1/1/2011",945
"7883","Malaysia","Total","1/1/2011",15636
"7884","Malaysia","0-20","1/1/2011",2391
"7885","Malaysia","21-30","1/1/2011",3010
"7886","Malaysia","31-40","1/1/2011",3405
"7887","Malaysia","41-50","1/1/2011",2803
"7888","Malaysia","51-60","1/1/2011",1666
"7889","Malaysia","61+","1/1/2011",852
"7890","Philippines","Total","1/1/2011",29577
"7891","Philippines","0-20","1/1/2011",468
"7892","Philippines","21-30","1/1/2011",2740
"7893","Philippines","31-40","1/1/2011",3029
"7894","Philippines","41-50","1/1/2011",1981
"7895","Philippines","51-60","1/1/2011",1165
"7896","Philippines","61+","1/1/2011",360
"7897","Indonesia","Total","1/1/2011",9577
"7898","Indonesia","0-20","1/1/2011",310
"7899","Indonesia","21-30","1/1/2011",1706
"7900","Indonesia","31-40","1/1/2011",1714
"7901","Indonesia","41-50","1/1/2011",1284
"7902","Indonesia","51-60","1/1/2011",873
"7903","Indonesia","61+","1/1/2011",325
"7904","Singapore","Total","1/1/2011",13581
"7905","Singapore","0-20","1/1/2011",2894
"7906","Singapore","21-30","1/1/2011",1601
"7907","Singapore","31-40","1/1/2011",2640
"7908","Singapore","41-50","1/1/2011",3086
"7909","Singapore","51-60","1/1/2011",1545
"7910","Singapore","61+","1/1/2011",728
"7911","Myanmar","Total","1/1/2011",5972
"7912","Myanmar","0-20","1/1/2011",36
"7913","Myanmar","21-30","1/1/2011",597
"7914","Myanmar","31-40","1/1/2011",476
"7915","Myanmar","41-50","1/1/2011",216
"7916","Myanmar","51-60","1/1/2011",84
"7917","Myanmar","61+","1/1/2011",17
"7918","Vietnam","Total","1/1/2011",7965
"7919","Vietnam","0-20","1/1/2011",193
"7920","Vietnam","21-30","1/1/2011",1968
"7921","Vietnam","31-40","1/1/2011",1626
"7922","Vietnam","41-50","1/1/2011",1156
"7923","Vietnam","51-60","1/1/2011",1082
"7924","Vietnam","61+","1/1/2011",291
"7925","India","Total","1/1/2011",7131
"7926","India","0-20","1/1/2011",110
"7927","India","21-30","1/1/2011",1258
"7928","India","31-40","1/1/2011",1559
"7929","India","41-50","1/1/2011",947
"7930","India","51-60","1/1/2011",419
"7931","India","61+","1/1/2011",127
"7932","Sri Lanka","Total","1/1/2011",988
"7933","Sri Lanka","0-20","1/1/2011",18
"7934","Sri Lanka","21-30","1/1/2011",321
"7935","Sri Lanka","31-40","1/1/2011",313
"7936","Sri Lanka","41-50","1/1/2011",104
"7937","Sri Lanka","51-60","1/1/2011",60
"7938","Sri Lanka","61+","1/1/2011",19
"7939","Pakistan","Total","1/1/2011",748
"7940","Pakistan","0-20","1/1/2011",20
"7941","Pakistan","21-30","1/1/2011",195
"7942","Pakistan","31-40","1/1/2011",234
"7943","Pakistan","41-50","1/1/2011",129
"7944","Pakistan","51-60","1/1/2011",67
"7945","Pakistan","61+","1/1/2011",28
"7946","Bangladesh","Total","1/1/2011",633
"7947","Bangladesh","0-20","1/1/2011",5
"7948","Bangladesh","21-30","1/1/2011",136
"7949","Bangladesh","31-40","1/1/2011",210
"7950","Bangladesh","41-50","1/1/2011",80
"7951","Bangladesh","51-60","1/1/2011",47
"7952","Bangladesh","61+","1/1/2011",2
"7953","Mongolia","Total","1/1/2011",4419
"7954","Mongolia","0-20","1/1/2011",374
"7955","Mongolia","21-30","1/1/2011",1010
"7956","Mongolia","31-40","1/1/2011",1372
"7957","Mongolia","41-50","1/1/2011",970
"7958","Mongolia","51-60","1/1/2011",420
"7959","Mongolia","61+","1/1/2011",177
"7960","China","Total","1/1/2011",174164
"7961","China","0-20","1/1/2011",3593
"7962","China","21-30","1/1/2011",37161
"7963","China","31-40","1/1/2011",39215
"7964","China","41-50","1/1/2011",37349
"7965","China","51-60","1/1/2011",24711
"7966","China","61+","1/1/2011",10938
"7967","Iran","Total","1/1/2011",835
"7968","Iran","0-20","1/1/2011",10
"7969","Iran","21-30","1/1/2011",115
"7970","Iran","31-40","1/1/2011",258
"7971","Iran","41-50","1/1/2011",191
"7972","Iran","51-60","1/1/2011",94
"7973","Iran","61+","1/1/2011",18
"7974","Israel","Total","1/1/2011",973
"7975","Israel","0-20","1/1/2011",21
"7976","Israel","21-30","1/1/2011",92
"7977","Israel","31-40","1/1/2011",273
"7978","Israel","41-50","1/1/2011",240
"7979","Israel","51-60","1/1/2011",192
"7980","Israel","61+","1/1/2011",143
"7981","Turkey","Total","1/1/2011",1582
"7982","Turkey","0-20","1/1/2011",25
"7983","Turkey","21-30","1/1/2011",215
"7984","Turkey","31-40","1/1/2011",342
"7985","Turkey","41-50","1/1/2011",211
"7986","Turkey","51-60","1/1/2011",108
"7987","Turkey","61+","1/1/2011",43
"7988","Uzbekistan","Total","1/1/2011",2660
"7989","Uzbekistan","0-20","1/1/2011",112
"7990","Uzbekistan","21-30","1/1/2011",843
"7991","Uzbekistan","31-40","1/1/2011",896
"7992","Uzbekistan","41-50","1/1/2011",405
"7993","Uzbekistan","51-60","1/1/2011",188
"7994","Uzbekistan","61+","1/1/2011",45
"7995","Kazakhstan","Total","1/1/2011",817
"7996","Kazakhstan","0-20","1/1/2011",114
"7997","Kazakhstan","21-30","1/1/2011",187
"7998","Kazakhstan","31-40","1/1/2011",186
"7999","Kazakhstan","41-50","1/1/2011",113
"8000","Kazakhstan","51-60","1/1/2011",98
"8001","Kazakhstan","61+","1/1/2011",53
"8002","USA","Total","1/1/2011",51094
"8003","USA","0-20","1/1/2011",3552
"8004","USA","21-30","1/1/2011",6318
"8005","USA","31-40","1/1/2011",8157
"8006","USA","41-50","1/1/2011",10497
"8007","USA","51-60","1/1/2011",10677
"8008","USA","61+","1/1/2011",8055
"8009","Canada","Total","1/1/2011",9917
"8010","Canada","0-20","1/1/2011",434
"8011","Canada","21-30","1/1/2011",1435
"8012","Canada","31-40","1/1/2011",1550
"8013","Canada","41-50","1/1/2011",1789
"8014","Canada","51-60","1/1/2011",2109
"8015","Canada","61+","1/1/2011",1606
"8016","Mexico","Total","1/1/2011",841
"8017","Mexico","0-20","1/1/2011",16
"8018","Mexico","21-30","1/1/2011",136
"8019","Mexico","31-40","1/1/2011",200
