id,property,common_name,botanical_name,x,y
14319,2,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6333651.429,1925287.766
14320,2,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6333643.624,1925243.84
14324,2,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6333535.469,1925061.575
14331,2,CHINESE PISTACHE,PISTACIA CHINENSIS,6333417.951,1925414.904
14340,2,CHINESE ELM,ULMUS PARVIFOLIA,6333388.575,1925624.222
14348,2,CHINESE PISTACHE,PISTACIA CHINENSIS,6333378.917,1925096.243
14352,2,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6333218.637,1925058.497
16685,2,JACARANDA,JACARANDA MIMOSIFOLIA,6330670.035,1924244.259
16690,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330777.411,1924243.387
16691,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330780.827,1924243.045
16694,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330794.149,1924243.387
16695,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330799.273,1924244.07
16698,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330814.646,1924243.387
16699,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330819.428,1924243.045
16703,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330838.216,1924245.436
16704,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330838.216,1924245.436
16729,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330430.439,1923988.776
16730,2,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6330431.161,1923987.547
16774,2,CHINESE JUNIPER,JUNIPERUS CHINENSIS,6330000.248,1923739.276
86024,3,CHITALPA,CHITALPA TASHKENTENSIS CATALPA X CHILOPSIS,6340637.462,1915305.016
27348,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6346360.468,1923091.305
27349,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6346427.985,1923094.487
27369,3,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6345948.047,1923138.916
27373,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6345436.736,1923143.229
27416,3,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6345791.699,1922881.066
27421,3,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6345334.626,1922885.475
27424,3,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6345123.421,1922885.139
27425,3,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6345195.042,1922500.382
27429,3,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6345403.032,1922574.38
27437,3,PURPLE-LEAF PLUM,PRUNUS CERASIFERA,6346024.239,1922567.21
27442,3,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6346258.333,1922570.085
27445,3,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6346383.733,1922567.332
27453,3,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6346783.134,1922611.259
27461,3,WESTERN SYCAMORE,PLATANUS RACEMOSA,6346231.503,1922617.327
27467,3,VICTORIAN BOX,PITTOSPORUM UNDULATUM,6345595.192,1922621.081
27476,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6345197.269,1922391.158
27479,3,LONDON PLANE,PLATANUS ACERIFOLIA,6345385.072,1922318.442
27483,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6345652.721,1922290.462
27484,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6345730.247,1922288.56
81340,3,ITALIAN STONE PINE,PINUS PINEA,6354634.191,1922791.448
81341,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6354637.638,1922730.691
27965,3,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6340245.799,1924751.876
27968,3,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6340118.57,1924753.583
27984,3,ITALIAN CYPRESS,CUPRESSUS SEMPERVIRENS,6349949.742,1924610.613
28042,3,PURPLE-LEAF PLUM,PRUNUS CERASIFERA,6343910.949,1922861.317
28059,3,ALEPPO PINE,PINUS HALEPENSIS,6341887.232,1923569.424
28063,3,OTHER,OTHER,6341805.177,1923377.457
28089,3,EVERGREEN PEAR,PYRUS KAWAKAMII,6343282.576,1924550.73
81957,4,CHINESE FRINGE TREE,CHIONANTHUS RETUSUS,6359992.137,1921438.073
81966,4,MICHELIA,MICHELIA DOLTSOPA WHITE,6360242.504,1921406.497
81967,4,MICHELIA,MICHELIA DOLTSOPA WHITE,6360185.731,1921400.837
81971,4,CHITALPA,CHITALPA TASHKENTENSIS CATALPA X CHILOPSIS,6359975.53,1921395.188
81974,4,CHINESE FRINGE TREE,CHIONANTHUS RETUSUS,6359858.017,1921443.591
81983,4,BRISBANE BOX,TRISTANIA CONFERTA,6359619.359,1921443.164
81990,4,ELM SPECIES,ULMUS SPP.,6359941.197,1921638.858
16210,2,QUEEN PALM,ARECASTRUM ROMANZOFFIANUM,6327238.905,1924041.575
21077,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6348276.07,1930390.307
21087,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6348310.236,1930793.349
21096,3,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6348564.67,1930843.441
21099,3,CHINESE ELM,ULMUS PARVIFOLIA,6348501.342,1930686.578
21100,3,CHINESE ELM,ULMUS PARVIFOLIA,6348495.465,1930640.34
21104,3,CHINESE ELM,ULMUS PARVIFOLIA,6348482.553,1930416.808
21107,3,CHINESE ELM,ULMUS PARVIFOLIA,6348480.915,1930160.03
21108,3,CHINESE ELM,ULMUS PARVIFOLIA,6348479.793,1930095.872
21119,3,OTHER,OTHER,6348462.776,1929545.774
21120,3,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6348408.607,1929622.353
21132,3,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6348537.902,1930602.516
21137,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6348662.772,1930839.943
21140,3,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6348787.553,1930701.058
21156,3,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6348671.378,1929702.129
21157,3,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6348646.857,1929641.689
21161,3,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA TUSCARORA,6348523.002,1929508.351
21163,3,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA NATCHEZ,6348629.165,1929510.37
21164,3,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6348671.403,1929569.921
21193,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6349044.786,1929959.412
21746,3,GOLDEN RAINTREE,KOELREUTERIA PANICULATA YELLOW,6348781.743,1928967.681
21750,3,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA NATCHEZ,6348751.873,1929155.145
21758,3,GOLDEN RAINTREE,KOELREUTERIA PANICULATA YELLOW,6348735.937,1928508.782
21762,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6348620.065,1928387.751
21783,3,ORNAMENTAL PEAR - BR,PYRUS CALLERYANA BRADFORD,6348484.297,1929074.708
21784,3,ORNAMENTAL PEAR - BR,PYRUS CALLERYANA BRADFORD,6348482.559,1929005.596
21792,3,NEW ZEALAND CHRISTMA,METROSIDEROS EXCELSUS,6348382.405,1928392.613
21793,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6348351.476,1928385.765
21796,3,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6348263.009,1928522.636
21804,3,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6348270.14,1928845.936
21817,3,CHINESE ELM,ULMUS PARVIFOLIA,6348310.343,1929538.581
21822,3,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6348232.843,1929249.628
21827,3,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6348222.404,1928763.002
21837,3,SWEETSHADE,HYMENOSPORUM FLAVUM,6348009.062,1928439.372
21838,3,SWEETSHADE,HYMENOSPORUM FLAVUM,6348002.271,1928514.099
21849,3,SWEETSHADE,HYMENOSPORUM FLAVUM,6348011.782,1929081.039
21853,3,SWEETSHADE,HYMENOSPORUM FLAVUM,6348032.157,1929410.308
21865,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6347998.074,1929469.821
81345,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6354566.571,1922604.873
81353,4,MAINDENHAIR TREE,GINKGO BILOBA,6354562.053,1922927.878
81357,4,MAINDENHAIR TREE,GINKGO BILOBA,6354384.054,1922925.747
81361,4,JACARANDA,JACARANDA MIMOSIFOLIA,6354330.803,1922693.33
81365,4,CHINESE PISTACHE,PISTACIA CHINENSIS,6354335.629,1922506.254
81369,4,CHINESE PISTACHE,PISTACIA CHINENSIS,6354349.114,1922319.004
81389,4,TRISTANIA LAURINA,TRISTANIA LAURINA,6355206.867,1922884.273
81394,4,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6355231.056,1922666.678
81422,4,MODESTO ASH,FRAXINUS VELUTINA GLABRA,6359827.688,1919819.097
81429,4,MEXICAN FAN PALM,WASHINGTONIA ROBUSTA,6359689.089,1919746.261
81459,4,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA ZUNI,6359924.497,1920081.177
81464,4,MICHELIA,MICHELIA DOLTSOPA WHITE,6359682.11,1920047.593
81468,4,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6359609.102,1919920.559
81471,4,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6359689.317,1919831.293
81480,4,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA MUSKOGEE,6360030.832,1920132.263
83617,4,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6361701.149,1920342.647
83621,4,WEEPING BOTTLE BRUSH,CALLISTEMON VIMINALIS,6357970.562,1924389.748
83624,4,HOLLYWOOD JUNIPER,JUNIPERUS CHINENSIS TORULOSA,6357970.945,1924249.185
83629,4,LONDON PLANE,PLATANUS ACERIFOLIA,6358045.456,1923766.034
83633,4,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA MUSKOGEE,6358164.49,1923568.92
83638,4,LONDON PLANE,PLATANUS ACERIFOLIA,6358242.431,1923395.815
83641,4,LONDON PLANE,PLATANUS ACERIFOLIA,6358149.836,1923542.171
83646,4,CHINESE PISTACHE,PISTACIA CHINENSIS,6358040.542,1923367.27
81999,1,FRUITLESS SWEET GUM,LIQUIDAMBAR STYRACIFULA ROTUNDILOBA,6359774.953,1921773.673
82000,1,TULIP TREE,LIRIODENDRON TULIPIFERA,6359820.506,1921778.81
82003,1,TULIP TREE,LIRIODENDRON TULIPIFERA,6359977.574,1921717.495
82004,4,BOTTLE TREE,BRACHYCHITON POPULNEUS,6360040.882,1921711.759
82008,4,CAMPHOR TREE,CINNAMOMUM CAMPHORA,6360222.191,1921754.953
82011,4,BRISBANE BOX,TRISTANIA CONFERTA,6360371.531,1921760.656
82012,4,BOTTLE TREE,BRACHYCHITON POPULNEUS,6360431.169,1921753.754
82056,4,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6359462.86,1921227.498
82073,4,EVERGREEN PEAR,PYRUS KAWAKAMII,6359053.115,1921092.924
82077,4,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6358923.887,1920936.483
82081,4,GOLDEN RAINTREE,KOELREUTERIA PANICULATA YELLOW,6358795.001,1921126.439
82092,4,GOLDEN RAINTREE,KOELREUTERIA PANICULATA YELLOW,6358799.984,1921696.588
82096,4,CHINESE PISTACHE,PISTACIA CHINENSIS,6358788.942,1921775.739
82101,4,CHINESE PISTACHE,PISTACIA CHINENSIS,6359022.056,1921737.981
82104,4,GOLDEN RAINTREE,KOELREUTERIA PANICULATA YELLOW,6358841.623,1921689.494
82105,4,GOLDEN RAINTREE,KOELREUTERIA PANICULATA YELLOW,6358841.821,1921606.484
84233,4,CANARY ISLAND PINE,PINUS CANARIENSIS,6354465.671,1927680.472
84234,4,CANARY ISLAND PINE,PINUS CANARIENSIS,6354381.148,1927686.994
84250,4,PURPLE PONY PLUM,PRUNUS CERASIFERA 'PURPLE PONY',6353584.897,1927464.214
84251,4,WINDMILL PALM,TRACHYCARPUS FORTUNEI,6353519.532,1927451.862
84255,4,PURPLE PONY PLUM,PRUNUS CERASIFERA 'PURPLE PONY',6353274.412,1927437.291
84259,4,PURPLE PONY PLUM,PRUNUS CERASIFERA 'PURPLE PONY',6353008.155,1927438.238
13651,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6334074.561,1923738.893
13656,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6333980.09,1923684.672
13657,2,PURPLE-LEAF PLUM,PRUNUS CERASIFERA,6334038.572,1923704.051
13702,2,CANARY ISLAND PINE,PINUS CANARIENSIS,6333714.108,1923965.464
13710,2,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6334189.546,1923960.544
13711,2,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6334267.404,1923961.365
13715,2,AUSTRALIAN WILLOW,GEIJERA PARVIFLORA,6334606.822,1923950.639
13718,2,AUSTRALIAN WILLOW,GEIJERA PARVIFLORA,6334705.075,1923956.411
13719,2,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6334748.522,1923952.15
13723,2,AUSTRALIAN WILLOW,GEIJERA PARVIFLORA,6334618.61,1923989.267
13727,2,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6334428.093,1923992.467
13730,2,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6334256.594,1923997.65
13739,2,LONDON PLANE,PLATANUS ACERIFOLIA,6333939.259,1924190.061
21872,3,CHINESE ELM,ULMUS PARVIFOLIA,6347969.379,1928970.831
24237,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6337660.881,1926740.212
24240,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6337655.457,1926440.459
24241,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6337657.539,1926399.291
24250,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6337703.355,1926843.915
24254,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6337685.642,1926977.539
24255,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6337665.541,1927025.939
24258,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6337631.77,1927136.351
24266,3,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6337450.004,1926562.358
24279,3,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6337976.594,1926339.385
24283,3,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6337976.176,1926535.261
24284,3,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6337987.636,1926680.66
24296,3,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6338205.914,1926954.481
24299,3,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6338092.286,1926951.228
24303,3,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6337929.578,1926781.475
24307,3,FERN PINE,PODOCARPUS GRACILIOR,6337919.557,1926626.043
24313,3,LONDON PLANE,PLATANUS ACERIFOLIA,6337926.318,1926403.876
24314,3,LONDON PLANE,PLATANUS ACERIFOLIA,6337926.415,1926364.088
24317,3,SAMUEL SOMMER MAGNOL,MAGNOLIA GRANDIFLORA SAMUEL SOMMER,6337928.714,1926223.171
24318,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6338228.832,1927233.683
24322,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6338060.684,1927224.795
24323,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6338052.249,1927226.381
24326,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6337913.531,1927230.845
24327,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6337875.132,1927228.835
24330,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6337748.746,1927222.471
24335,3,CAJEPUT TREE,MELALEUCA LEUCADENDRA,6337504.616,1927199.974
24343,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6337876.958,1927187.237
24344,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6337955.357,1927186.733
24348,3,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6338258.068,1927183.579
24351,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6338561.604,1927181.654
24385,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6339298.559,1927123.159
14362,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6333171.483,1925549.385
83650,4,LONDON PLANE,PLATANUS ACERIFOLIA,6358029.744,1923124.681
83653,4,LONDON PLANE,PLATANUS ACERIFOLIA,6357986.209,1923019.933
83664,4,LONDON PLANE,PLATANUS ACERIFOLIA,6358000.823,1923661.021
83667,4,LONDON PLANE,PLATANUS ACERIFOLIA,6357974.842,1923906.3
83668,4,HOLLYWOOD JUNIPER,JUNIPERUS CHINENSIS TORULOSA,6357975.054,1923917.598
83671,4,HOLLYWOOD JUNIPER,JUNIPERUS CHINENSIS TORULOSA,6357964.487,1923934.11
83684,4,CHINESE PISTACHE,PISTACIA CHINENSIS,6357924.342,1924857.675
83685,4,CHINESE PISTACHE,PISTACIA CHINENSIS,6357912.448,1924894.311
83713,1,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6357682.087,1924852.895
83717,1,EVERGREEN PEAR,PYRUS KAWAKAMII,6357425.272,1924845.947
83721,4,BRISBANE BOX,TRISTANIA CONFERTA,6357243.014,1924793.016
83722,4,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6357234.598,1924729.801
83727,4,BRISBANE BOX,TRISTANIA CONFERTA,6357189.559,1924796.151
83735,4,CHINESE ELM,ULMUS PARVIFOLIA,6357038.376,1925084.324
83743,4,ELM SPECIES,ULMUS SPP.,6357395.314,1925201.542
83756,4,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6357939.253,1924958.351
83760,4,CHINESE PISTACHE,PISTACIA CHINENSIS,6357977.481,1924747.167
83761,4,CHINESE PISTACHE,PISTACIA CHINENSIS,6357980.992,1924681.966
86028,3,CHINESE FRINGE TREE,CHIONANTHUS RETUSUS,6340578.137,1915559.171
86031,3,CHITALPA,CHITALPA TASHKENTENSIS CATALPA X CHILOPSIS,6340543.835,1915759.663
86032,3,CHINESE FRINGE TREE,CHIONANTHUS RETUSUS,6340537.562,1915818.804
86035,3,CHITALPA,CHITALPA TASHKENTENSIS CATALPA X CHILOPSIS,6340584.205,1915744.282
86036,3,CHITALPA,CHITALPA TASHKENTENSIS CATALPA X CHILOPSIS,6340602.406,1915672.569
86040,3,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6340626.961,1915473.756
86044,3,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6340827.036,1915404.014
86051,3,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6340711.399,1915356.339
86052,3,CHITALPA,CHITALPA TASHKENTENSIS CATALPA X CHILOPSIS,6340689.207,1915293.824
86056,3,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6340702.771,1915140.026
86063,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6341201.358,1915214.438
86064,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6341285.516,1915256.352
86067,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6341277.362,1915206.758
86068,3,FRUITLESS SWEET GUM,LIQUIDAMBAR STYRACIFULA ROTUNDILOBA,6341237.469,1915132.858
86071,3,FRUITLESS SWEET GUM,LIQUIDAMBAR STYRACIFULA ROTUNDILOBA,6341204.929,1915114.125
84283,4,CANARY ISLAND PINE,PINUS CANARIENSIS,6354174.765,1927467.843
84311,4,CANARY ISLAND PINE,PINUS CANARIENSIS,6354484.279,1927725.769
84314,4,MAGNOLIA SPECIES,MAGNOLIA SPP.,6354622.56,1927653.264
84338,4,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6355513.904,1928311.078
84350,4,JAPANESE BLACK PINE,PINUS THUNBERGIANA,6355552.113,1928312.015
84354,4,CANARY ISLAND PINE,PINUS CANARIENSIS,6355565.399,1928181.972
84355,4,CANARY ISLAND PINE,PINUS CANARIENSIS,6355571.83,1928128.136
84363,4,CANARY ISLAND PINE,PINUS CANARIENSIS,6355400.704,1927713.092
84367,4,CANARY ISLAND PINE,PINUS CANARIENSIS,6355132.397,1927568.789
84371,1,LONDON PLANE,PLATANUS ACERIFOLIA,6354973.743,1927477.229
25626,3,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6337379.874,1922378.49
25627,3,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6337332.516,1922379.117
25639,3,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6339372.247,1924053.958
25655,3,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6338577.858,1923154.259
25659,3,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6338437.08,1922992.074
25665,3,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6338247.752,1922779.202
25669,3,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6338132.218,1922560.677
25672,3,KING PALM,ARCHONTOPHOENIX CUNNINGHAM,6338224.692,1922677.335
25676,3,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6338394.62,1922866.666
25698,3,GOLDEN RAINTREE,KOELREUTERIA PANICULATA YELLOW,6340430.899,1924276.015
25706,3,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6340507.054,1924477.962
21194,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6349044.98,1930024.377
21197,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6349046.759,1930227.438
21198,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6349045.879,1930298.445
21201,3,OTHER,OTHER,6349053.303,1930478.365
21202,3,OTHER,OTHER,6349052.569,1930556.12
21210,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6349081.468,1929909.242
21211,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6349142.811,1929892.831
21216,3,JACARANDA,JACARANDA MIMOSIFOLIA,6349266.534,1929967.146
21219,3,JACARANDA,JACARANDA MIMOSIFOLIA,6349271.28,1930161.893
21223,3,JACARANDA,JACARANDA MIMOSIFOLIA,6349309.411,1930169.569
23626,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6341135.403,1928050.037
23642,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6341143.843,1928438.177
23643,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6341088.162,1928405.247
23647,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6341090.978,1928159.775
23659,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6341431.025,1927567.89
23666,3,LONDON PLANE,PLATANUS ACERIFOLIA,6341965.729,1927965.57
23667,3,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6341847.886,1928032.446
23676,3,LONDON PLANE,PLATANUS ACERIFOLIA,6341519.092,1928504.542
23677,3,LONDON PLANE,PLATANUS ACERIFOLIA,6341507.35,1928601.368
23680,3,LONDON PLANE,PLATANUS ACERIFOLIA,6341467.503,1928520.832
23689,3,LONDON PLANE,PLATANUS ACERIFOLIA,6341837.25,1927978.795
23693,3,LONDON PLANE,PLATANUS ACERIFOLIA,6342004.498,1927906.385
23696,3,CANARY ISLAND PINE,PINUS CANARIENSIS,6341628.806,1927928.849
23697,3,CANARY ISLAND PINE,PINUS CANARIENSIS,6341622.862,1927863.277
23705,3,CANARY ISLAND PINE,PINUS CANARIENSIS,6341670.219,1927884.658
14374,2,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6333128.704,1925360.658
14375,2,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6333130.926,1925285.887
14378,2,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6333122.851,1925109.016
14383,2,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6333315.946,1925024.294
14386,2,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6333519.356,1925017.122
14387,2,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6333579.108,1925017.291
14391,4,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6333589.571,1924807.226
14407,2,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6332730.028,1924945.881
14408,2,EVERGREEN PEAR,PYRUS KAWAKAMII,6332775.588,1924946.584
14416,2,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6332916.721,1925541.531
14420,2,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6332925.917,1925269.036
14428,2,EVERGREEN PEAR,PYRUS KAWAKAMII,6332759.6,1924975.628
14429,2,EVERGREEN PEAR,PYRUS KAWAKAMII,6332725.645,1924976.458
14433,2,FRUITLESS SWEET GUM,LIQUIDAMBAR STYRACIFULA ROTUNDILOBA,6332619.692,1925186.116
14436,2,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6332641.006,1925046.622
14437,2,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6332648.014,1925013.226
14464,3,CORK OAK,QUERCUS SUBER,6332179.997,1925384.396
14472,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6332581.339,1925380.777
14481,3,HOLLY OAK,QUERCUS ILEX,6332900.838,1925434.322
14486,1,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6332685.026,1925480.214
14489,1,FRUITLESS SWEET GUM,LIQUIDAMBAR STYRACIFULA ROTUNDILOBA,6332689.2,1925632.785
14490,1,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6332693.359,1925680.835
14493,1,OKLAHOMA REDBUD,CERCIS CANADENSIS SPP. TEXENSIS 'OKLAH',6332684.47,1925802.959
14494,1,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6332652.693,1925787.861
14498,1,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6332672.341,1925635.826
14507,4,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6332414.952,1925483.321
86072,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6341153.925,1915141.691
86075,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6340937.677,1915064.391
86076,3,CHINESE PISTACHE,PISTACIA CHINENSIS,6340875.937,1915069.17
86084,3,CHITALPA,CHITALPA TASHKENTENSIS CATALPA X CHILOPSIS,6340742.648,1914383.863
86125,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6336309.647,1917108.383
86128,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6336333.683,1917286.83
86132,3,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6336335.907,1917571.092
