id,property,common_name,botanical_name,x,y
1062,1,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6325281.593,1916724.441
1078,1,SILVER DOLLAR GUM,EUCALYPTUS POLYANTHEMOS,6325053.135,1916768.642
1085,1,JACARANDA,JACARANDA MIMOSIFOLIA,6324591.782,1916772.61
1090,1,GOLDENRAIN TREE,KOELREUTERIA PANICULATA,6324561.55,1916979.062
1113,1,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6324586.502,1917574.35
1121,1,MODESTO ASH,FRAXINUS VELUTINA GLABRA,6324942.602,1917365.52
1126,1,BRISBANE BOX,TRISTANIA CONFERTA,6325031.386,1917051.773
1146,1,MODESTO ASH,FRAXINUS VELUTINA GLABRA,6325017.58,1917243.602
1154,1,BOTTLE TREE,BRACHYCHITON POPULNEUS,6325592.96,1921835.32
1160,1,BOTTLE TREE,BRACHYCHITON POPULNEUS,6325320.907,1921840.324
1164,1,BRISBANE BOX,TRISTANIA CONFERTA,6325729.643,1916998.096
1167,1,BRISBANE BOX,TRISTANIA CONFERTA,6326013.051,1917007.463
1168,1,BRISBANE BOX,TRISTANIA CONFERTA,6326075.483,1917015.102
1169,1,BRISBANE BOX,TRISTANIA CONFERTA,6326112.48,1917016.744
1170,1,TRISTANIA LAURINA,TRISTANIA LAURINA,6326185.863,1917014.412
1173,1,BRISBANE BOX,TRISTANIA CONFERTA,6326066.393,1917063.608
1176,1,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6325767.561,1916962.223
1178,1,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA TUSCARORA,6325764.198,1916889.871
1180,1,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA TUSCARORA,6325764.779,1916801.531
1184,1,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6325737.127,1916570.639
1187,1,HYBRID CRAPE MYRTLE,LAGERSTROEMIA INDICA TUSCARORA,6325637.811,1916356.744
1190,1,HORSETAIL TREE,CASUARINA EQUISETIFOLIA,6325641.441,1916178.054
1195,1,HORSETAIL TREE,CASUARINA EQUISETIFOLIA,6325637.696,1915882.775
1198,1,HORSETAIL TREE,CASUARINA EQUISETIFOLIA,6325643.673,1916033.597
1206,1,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6325712.702,1916444.733
1210,1,CRAPE MYRTLE,LAGERSTROEMIA INDICA,6325808.38,1916696.252
1219,1,CANARY ISLAND PINE,PINUS CANARIENSIS,6325859.557,1915846.085
1222,1,CANARY ISLAND PINE,PINUS CANARIENSIS,6325542.053,1915846.019
1226,1,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6325327.631,1915837.891
1228,1,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6325270.642,1915838.547
1232,1,CANARY ISLAND PINE,PINUS CANARIENSIS,6324945.831,1915842.852
1237,1,CHINESE TALLOW TREE,SAPIUM SEBIFERUM,6324636.959,1915843.002
1240,1,SOUTHERN MAGNOLIA,MAGNOLIA GRANDIFLORA,6324371.256,1915861.741
1267,1,JACARANDA,JACARANDA MIMOSIFOLIA,6324192.556,1916804.68
1274,1,JACARANDA,JACARANDA MIMOSIFOLIA,6324194.203,1917179.717
1275,1,JACARANDA,JACARANDA MIMOSIFOLIA,6324198.774,1917246.546
1278,1,JACARANDA,JACARANDA MIMOSIFOLIA,6324197.776,1917456.855
1279,1,JACARANDA,JACARANDA MIMOSIFOLIA,6324195.303,1917496.512
1287,1,EVERGREEN PEAR,PYRUS KAWAKAMII,6324353.988,1917853.299
1295,1,CHINESE ELM,ULMUS PARVIFOLIA,6324490.182,1918317.377
1300,1,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6324497.866,1918635.536
1308,1,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6324483.056,1918944.759
1313,1,CARROTWOOD,CUPANIOPSIS ANACARDIOIDES,6324461.24,1919346.607
1318,1,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6324406.308,1919098.29
1321,1,EVERGREEN PEAR,PYRUS KAWAKAMII,6324475.776,1918813.481
1324,1,CHINESE PISTACHE,PISTACIA CHINENSIS,6324456.24,1918576.731
1325,1,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6324454.041,1918492.563
1327,1,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6324445.873,1918355.287
1331,1,WINDMILL PALM,TRACHYCARPUS FORTUNEI,6324370.328,1918010.592
1335,1,JACARANDA,JACARANDA MIMOSIFOLIA,6324293.91,1917780.849
1340,1,JACARANDA,JACARANDA MIMOSIFOLIA,6324163.061,1917490.464
1344,1,JACARANDA,JACARANDA MIMOSIFOLIA,6324161.53,1917215.988
1356,1,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6324149.261,1916563.572
1357,1,GOLDEN RAINTREE,KOELREUTERIA PANICULATA YELLOW,6324147.745,1916499.996
1364,1,JACARANDA,JACARANDA MIMOSIFOLIA,6324153.432,1916090.027
1377,1,Frontier elm,Ulmus parvifolia,6323845.823,1917146.765
1389,1,Frontier elm,Ulmus parvifolia,6323848.277,1916342.176
1393,1,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6323877.272,1916168.697
1394,1,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6323881.737,1916238.114
1397,1,ALEPPO PINE,PINUS HALEPENSIS,6323879.514,1916313.442
1401,1,Elm,Ulmus parvifolia Bosque,6323889.927,1916513.448
2986,1,CHITALPA,CHILOPSIS LINEARIS CATALPA,6321557.984,1923772.132
2987,1,SWEETSHADE,HYMENOSPORUM FLAVUM,6321550.253,1923863.472
2992,1,SWEETSHADE,HYMENOSPORUM FLAVUM,6321599.593,1924123.2
2996,1,CHINESE FLAME TREE,KOELREUTERIA BIPINNATA PINK,6321765.004,1924094.836
3240,1,BRISBANE BOX,TRISTANIA CONFERTA,6323665.249,1917775.885
3243,1,BLUE GUM,EUCALYPTUS GLOBULUS,6323665.058,1917744.657
3252,1,BLUE GUM,EUCALYPTUS GLOBULUS,6323661.491,1917629.643
3253,1,BRISBANE BOX,TRISTANIA CONFERTA,6323665.03,1917646.79
3257,1,BLUE GUM,EUCALYPTUS GLOBULUS,6323664.047,1917603.889
3261,1,BLUE GUM,EUCALYPTUS GLOBULUS,6323665.64,1917564.966
3265,1,BLUE GUM,EUCALYPTUS GLOBULUS,6323663.318,1917506.793
3273,1,BLUE GUM,EUCALYPTUS GLOBULUS,6323664.18,1917372.112
3332,1,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6323181.166,1914258.091
3333,1,PARADISE PEAR,PYRUS BETULIFOLIA PARADISE,6323312.862,1914252.709
3336,1,CHANTICLEER PEAR,PYRUS CALLERYANA CHANTICLEER,6323403.623,1914249.653
3349,1,FERN PINE,PODOCARPUS GRACILIOR,6322588.283,1913929.518
3364,1,STRAWBERRY TREE,ARBUTUS UNEDO,6322802.764,1913820.899
3368,1,BRISBANE BOX,TRISTANIA CONFERTA,6322949.396,1913743.135
3369,1,FERN PINE,PODOCARPUS GRACILIOR,6323001.505,1913705.275
3381,1,WHITE BIRCH,BETULA PENDULA,6323205.11,1913360.849
3398,1,SWEETGUM,LIQUIDAMBAR STYRACIFLUA,6322671.714,1913934.905
3401,1,FERN PINE,PODOCARPUS GRACILIOR,6322556.392,1913989.377
3410,1,CANARY ISLAND PINE,PINUS CANARIENSIS,6323013.399,1914475.687
3414,1,CANARY ISLAND PINE,PINUS CANARIENSIS,6323183.372,1914590.428
3418,1,CANARY ISLAND PINE,PINUS CANARIENSIS,6323358.342,1914651.925
3729,1,TULIP TREE,LIRIODENDRON TULIPIFERA,6322525.781,1913294.927
3732,1,TULIP TREE,LIRIODENDRON TULIPIFERA,6322354.074,1913289.083
