"ID","Classfication","Period","variable","value"
"3592","Australia",2008,"Electrical.and.electronic.products",NA
"3593","Australia",2009,"Electrical.and.electronic.products",NA
"3594","Australia",2010,"Electrical.and.electronic.products",NA
"3595","Australia",2011,"Electrical.and.electronic.products",NA
"3596","Australia",2012,"Electrical.and.electronic.products",NA
"3597","Australia",2013,"Electrical.and.electronic.products",NA
"3598","Australia",2014,"Electrical.and.electronic.products",6.9
"3599","Australia",2015,"Electrical.and.electronic.products",NA
"3600","Australia",2016,"Electrical.and.electronic.products",NA
"3601","U.S.A.",2001,"Electrical.and.electronic.products",NA
"3602","U.S.A.",2002,"Electrical.and.electronic.products",NA
"3603","U.S.A.",2003,"Electrical.and.electronic.products",NA
"3604","U.S.A.",2004,"Electrical.and.electronic.products",NA
"3605","U.S.A.",2005,"Electrical.and.electronic.products",NA
"3606","U.S.A.",2006,"Electrical.and.electronic.products",NA
"3607","U.S.A.",2007,"Electrical.and.electronic.products",NA
"3608","U.S.A.",2008,"Electrical.and.electronic.products",NA
"3609","U.S.A.",2009,"Electrical.and.electronic.products",NA
"3610","U.S.A.",2010,"Electrical.and.electronic.products",NA
"3611","U.S.A.",2011,"Electrical.and.electronic.products",NA
"3612","U.S.A.",2012,"Electrical.and.electronic.products",NA
"3613","U.S.A.",2013,"Electrical.and.electronic.products",NA
"3614","U.S.A.",2014,"Electrical.and.electronic.products",6.1
"3615","U.S.A.",2015,"Electrical.and.electronic.products",NA
"3616","U.S.A.",2016,"Electrical.and.electronic.products",NA
"3617","Canada",2001,"Electrical.and.electronic.products",NA
"3618","Canada",2002,"Electrical.and.electronic.products",NA
"3619","Canada",2003,"Electrical.and.electronic.products",NA
"3620","Canada",2004,"Electrical.and.electronic.products",NA
"3621","Canada",2005,"Electrical.and.electronic.products",NA
"3622","Canada",2006,"Electrical.and.electronic.products",NA
"3623","Canada",2007,"Electrical.and.electronic.products",NA
"3624","Canada",2008,"Electrical.and.electronic.products",NA
"3625","Canada",2009,"Electrical.and.electronic.products",NA
"3626","Canada",2010,"Electrical.and.electronic.products",NA
"3627","Canada",2011,"Electrical.and.electronic.products",NA
"3628","Canada",2012,"Electrical.and.electronic.products",NA
"3629","Canada",2013,"Electrical.and.electronic.products",NA
"3630","Canada",2014,"Electrical.and.electronic.products",5
"3631","Canada",2015,"Electrical.and.electronic.products",NA
"3632","Canada",2016,"Electrical.and.electronic.products",NA
"3633","U.K.",2001,"Electrical.and.electronic.products",NA
"3634","U.K.",2002,"Electrical.and.electronic.products",NA
"3635","U.K.",2003,"Electrical.and.electronic.products",NA
"3636","U.K.",2004,"Electrical.and.electronic.products",NA
"3637","U.K.",2005,"Electrical.and.electronic.products",NA
"3638","U.K.",2006,"Electrical.and.electronic.products",NA
"3639","U.K.",2007,"Electrical.and.electronic.products",NA
"3640","U.K.",2008,"Electrical.and.electronic.products",NA
"3641","U.K.",2009,"Electrical.and.electronic.products",NA
"3642","U.K.",2010,"Electrical.and.electronic.products",NA
"3643","U.K.",2011,"Electrical.and.electronic.products",NA
"3644","U.K.",2012,"Electrical.and.electronic.products",NA
"3645","U.K.",2013,"Electrical.and.electronic.products",NA
"3646","U.K.",2014,"Electrical.and.electronic.products",6.1
"3647","U.K.",2015,"Electrical.and.electronic.products",NA
"3648","U.K.",2016,"Electrical.and.electronic.products",NA
"3649","Germany",2001,"Electrical.and.electronic.products",NA
"3650","Germany",2002,"Electrical.and.electronic.products",NA
"3651","Germany",2003,"Electrical.and.electronic.products",NA
"3652","Germany",2004,"Electrical.and.electronic.products",NA
"3653","Germany",2005,"Electrical.and.electronic.products",NA
"3654","Germany",2006,"Electrical.and.electronic.products",NA
"3655","Germany",2007,"Electrical.and.electronic.products",NA
"3656","Germany",2008,"Electrical.and.electronic.products",NA
"3657","Germany",2009,"Electrical.and.electronic.products",NA
"3658","Germany",2010,"Electrical.and.electronic.products",NA
"3659","Germany",2011,"Electrical.and.electronic.products",NA
"3660","Germany",2012,"Electrical.and.electronic.products",NA
"3661","Germany",2013,"Electrical.and.electronic.products",NA
"3662","Germany",2014,"Electrical.and.electronic.products",4.8
"3663","Germany",2015,"Electrical.and.electronic.products",NA
"3664","Germany",2016,"Electrical.and.electronic.products",NA
"3665","France",2001,"Electrical.and.electronic.products",NA
"3666","France",2002,"Electrical.and.electronic.products",NA
"3667","France",2003,"Electrical.and.electronic.products",NA
"3668","France",2004,"Electrical.and.electronic.products",NA
"3669","France",2005,"Electrical.and.electronic.products",NA
"3670","France",2006,"Electrical.and.electronic.products",NA
"3671","France",2007,"Electrical.and.electronic.products",NA
"3672","France",2008,"Electrical.and.electronic.products",NA
"3673","France",2009,"Electrical.and.electronic.products",NA
"3674","France",2010,"Electrical.and.electronic.products",NA
"3675","France",2011,"Electrical.and.electronic.products",NA
"3676","France",2012,"Electrical.and.electronic.products",NA
"3677","France",2013,"Electrical.and.electronic.products",NA
"3678","France",2014,"Electrical.and.electronic.products",8.3
"3679","France",2015,"Electrical.and.electronic.products",NA
"3680","France",2016,"Electrical.and.electronic.products",NA
"3681","Russianfed.",2001,"Electrical.and.electronic.products",NA
"3682","Russianfed.",2002,"Electrical.and.electronic.products",NA
"3683","Russianfed.",2003,"Electrical.and.electronic.products",NA
"3684","Russianfed.",2004,"Electrical.and.electronic.products",NA
"3685","Russianfed.",2005,"Electrical.and.electronic.products",NA
"3686","Russianfed.",2006,"Electrical.and.electronic.products",NA
"3687","Russianfed.",2007,"Electrical.and.electronic.products",NA
"3688","Russianfed.",2008,"Electrical.and.electronic.products",NA
"3689","Russianfed.",2009,"Electrical.and.electronic.products",NA
"3690","Russianfed.",2010,"Electrical.and.electronic.products",NA
"3691","Russianfed.",2011,"Electrical.and.electronic.products",NA
"3692","Russianfed.",2012,"Electrical.and.electronic.products",NA
"3693","Russianfed.",2013,"Electrical.and.electronic.products",NA
"3694","Russianfed.",2014,"Electrical.and.electronic.products",6.4
"3695","Russianfed.",2015,"Electrical.and.electronic.products",NA
"3696","Russianfed.",2016,"Electrical.and.electronic.products",NA
"3697","Middleeast",2001,"Electrical.and.electronic.products",NA
"3698","Middleeast",2002,"Electrical.and.electronic.products",NA
"3699","Middleeast",2003,"Electrical.and.electronic.products",NA
"3700","Middleeast",2004,"Electrical.and.electronic.products",NA
"3701","Middleeast",2005,"Electrical.and.electronic.products",NA
"3702","Middleeast",2006,"Electrical.and.electronic.products",NA
"3703","Middleeast",2007,"Electrical.and.electronic.products",NA
"3704","Middleeast",2008,"Electrical.and.electronic.products",NA
"3705","Middleeast",2009,"Electrical.and.electronic.products",NA
"3706","Middleeast",2010,"Electrical.and.electronic.products",NA
"3707","Middleeast",2011,"Electrical.and.electronic.products",NA
"3708","Middleeast",2012,"Electrical.and.electronic.products",NA
"3709","Middleeast",2013,"Electrical.and.electronic.products",NA
"3710","Middleeast",2014,"Electrical.and.electronic.products",18.4
"3711","Middleeast",2015,"Electrical.and.electronic.products",NA
"3712","Middleeast",2016,"Electrical.and.electronic.products",NA
"3713","India",2001,"Electrical.and.electronic.products",NA
"3714","India",2002,"Electrical.and.electronic.products",NA
"3715","India",2003,"Electrical.and.electronic.products",NA
"3716","India",2004,"Electrical.and.electronic.products",NA
"3717","India",2005,"Electrical.and.electronic.products",NA
"3718","India",2006,"Electrical.and.electronic.products",NA
"3719","India",2007,"Electrical.and.electronic.products",NA
"3720","India",2008,"Electrical.and.electronic.products",NA
"3721","India",2009,"Electrical.and.electronic.products",NA
"3722","India",2010,"Electrical.and.electronic.products",NA
"3723","India",2011,"Electrical.and.electronic.products",NA
"3724","India",2012,"Electrical.and.electronic.products",NA
"3725","India",2013,"Electrical.and.electronic.products",NA
"3726","India",2014,"Electrical.and.electronic.products",25.2
"3727","India",2015,"Electrical.and.electronic.products",NA
"3728","India",2016,"Electrical.and.electronic.products",NA
"3729","Others",2001,"Electrical.and.electronic.products",NA
"3730","Others",2002,"Electrical.and.electronic.products",NA
"3731","Others",2003,"Electrical.and.electronic.products",NA
"3732","Others",2004,"Electrical.and.electronic.products",NA
"3733","Others",2005,"Electrical.and.electronic.products",NA
"3734","Others",2006,"Electrical.and.electronic.products",NA
"3735","Others",2007,"Electrical.and.electronic.products",NA
"3736","Others",2008,"Electrical.and.electronic.products",NA
"3737","Others",2009,"Electrical.and.electronic.products",NA
"3738","Others",2010,"Electrical.and.electronic.products",NA
"3739","Others",2011,"Electrical.and.electronic.products",NA
"3740","Others",2012,"Electrical.and.electronic.products",NA
"3741","Others",2013,"Electrical.and.electronic.products",NA
"3742","Others",2014,"Electrical.and.electronic.products",10.1
"3743","Others",2015,"Electrical.and.electronic.products",NA
"3744","Others",2016,"Electrical.and.electronic.products",NA
"3745","Whole",2001,"Others",NA
"3746","Whole",2002,"Others",NA
"3747","Whole",2003,"Others",NA
"3748","Whole",2004,"Others",NA
"3749","Whole",2005,"Others",NA
"3750","Whole",2006,"Others",NA
"3751","Whole",2007,"Others",NA
"3752","Whole",2008,"Others",NA
"3753","Whole",2009,"Others",NA
"3754","Whole",2010,"Others",NA
"3755","Whole",2011,"Others",NA
"3756","Whole",2012,"Others",NA
"3757","Whole",2013,"Others",NA
"3758","Whole",2014,"Others",NA
"3759","Whole",2015,"Others",NA
"3760","Whole",2016,"Others",NA
"3761","Japan",2001,"Others",NA
"3762","Japan",2002,"Others",NA
"3763","Japan",2003,"Others",NA
"3764","Japan",2004,"Others",NA
"3765","Japan",2005,"Others",NA
"3766","Japan",2006,"Others",NA
"3767","Japan",2007,"Others",NA
"3768","Japan",2008,"Others",NA
"3769","Japan",2009,"Others",NA
"3770","Japan",2010,"Others",NA
"3771","Japan",2011,"Others",NA
"3772","Japan",2012,"Others",NA
"3773","Japan",2013,"Others",NA
"3774","Japan",2014,"Others",NA
"3775","Japan",2015,"Others",NA
"3776","Japan",2016,"Others",NA
"3777","China",2001,"Others",NA
"3778","China",2002,"Others",NA
"3779","China",2003,"Others",NA
"3780","China",2004,"Others",NA
"3781","China",2005,"Others",NA
"3782","China",2006,"Others",NA
"3783","China",2007,"Others",NA
"3784","China",2008,"Others",NA
"3785","China",2009,"Others",NA
"3786","China",2010,"Others",NA
"3787","China",2011,"Others",NA
"3788","China",2012,"Others",NA
"3789","China",2013,"Others",NA
"3790","China",2014,"Others",NA
"3791","China",2015,"Others",NA
"3792","China",2016,"Others",NA
"3793","Hongkong",2001,"Others",NA
"3794","Hongkong",2002,"Others",NA
"3795","Hongkong",2003,"Others",NA
"3796","Hongkong",2004,"Others",NA
"3797","Hongkong",2005,"Others",NA
"3798","Hongkong",2006,"Others",NA
"3799","Hongkong",2007,"Others",NA
"3800","Hongkong",2008,"Others",NA
"3801","Hongkong",2009,"Others",NA
"3802","Hongkong",2010,"Others",NA
"3803","Hongkong",2011,"Others",NA
"3804","Hongkong",2012,"Others",NA
"3805","Hongkong",2013,"Others",NA
"3806","Hongkong",2014,"Others",NA
"3807","Hongkong",2015,"Others",NA
"3808","Hongkong",2016,"Others",NA
"3809","Singapore",2001,"Others",NA
"3810","Singapore",2002,"Others",NA
"3811","Singapore",2003,"Others",NA
"3812","Singapore",2004,"Others",NA
"3813","Singapore",2005,"Others",NA
"3814","Singapore",2006,"Others",NA
"3815","Singapore",2007,"Others",NA
"3816","Singapore",2008,"Others",NA
"3817","Singapore",2009,"Others",NA
"3818","Singapore",2010,"Others",NA
"3819","Singapore",2011,"Others",NA
"3820","Singapore",2012,"Others",NA
"3821","Singapore",2013,"Others",NA
"3822","Singapore",2014,"Others",NA
"3823","Singapore",2015,"Others",NA
"3824","Singapore",2016,"Others",NA
"3825","Taiwan",2001,"Others",NA
"3826","Taiwan",2002,"Others",NA
"3827","Taiwan",2003,"Others",NA
"3828","Taiwan",2004,"Others",NA
"3829","Taiwan",2005,"Others",NA
"3830","Taiwan",2006,"Others",NA
"3831","Taiwan",2007,"Others",NA
"3832","Taiwan",2008,"Others",NA
"3833","Taiwan",2009,"Others",NA
"3834","Taiwan",2010,"Others",NA
"3835","Taiwan",2011,"Others",NA
"3836","Taiwan",2012,"Others",NA
"3837","Taiwan",2013,"Others",NA
"3838","Taiwan",2014,"Others",NA
"3839","Taiwan",2015,"Others",NA
"3840","Taiwan",2016,"Others",NA
"3841","Thailand",2001,"Others",NA
"3842","Thailand",2002,"Others",NA
"3843","Thailand",2003,"Others",NA
"3844","Thailand",2004,"Others",NA
"3845","Thailand",2005,"Others",NA
"3846","Thailand",2006,"Others",NA
"3847","Thailand",2007,"Others",NA
"3848","Thailand",2008,"Others",NA
"3849","Thailand",2009,"Others",NA
"3850","Thailand",2010,"Others",NA
"3851","Thailand",2011,"Others",NA
"3852","Thailand",2012,"Others",NA
"3853","Thailand",2013,"Others",NA
"3854","Thailand",2014,"Others",NA
"3855","Thailand",2015,"Others",NA
"3856","Thailand",2016,"Others",NA
"3857","Malaysia",2001,"Others",NA
"3858","Malaysia",2002,"Others",NA
"3859","Malaysia",2003,"Others",NA
"3860","Malaysia",2004,"Others",NA
"3861","Malaysia",2005,"Others",NA
"3862","Malaysia",2006,"Others",NA
"3863","Malaysia",2007,"Others",NA
"3864","Malaysia",2008,"Others",NA
"3865","Malaysia",2009,"Others",NA
"3866","Malaysia",2010,"Others",NA
"3867","Malaysia",2011,"Others",NA
"3868","Malaysia",2012,"Others",NA
"3869","Malaysia",2013,"Others",NA
"3870","Malaysia",2014,"Others",NA
"3871","Malaysia",2015,"Others",NA
"3872","Malaysia",2016,"Others",NA
"3873","Australia",2001,"Others",NA
"3874","Australia",2002,"Others",NA
"3875","Australia",2003,"Others",NA
"3876","Australia",2004,"Others",NA
"3877","Australia",2005,"Others",NA
"3878","Australia",2006,"Others",NA
"3879","Australia",2007,"Others",NA
"3880","Australia",2008,"Others",NA
"3881","Australia",2009,"Others",NA
"3882","Australia",2010,"Others",NA
"3883","Australia",2011,"Others",NA
"3884","Australia",2012,"Others",NA
"3885","Australia",2013,"Others",NA
"3886","Australia",2014,"Others",NA
"3887","Australia",2015,"Others",NA
"3888","Australia",2016,"Others",NA
"3889","U.S.A.",2001,"Others",NA
"3890","U.S.A.",2002,"Others",NA
"3891","U.S.A.",2003,"Others",NA
"3892","U.S.A.",2004,"Others",NA
"3893","U.S.A.",2005,"Others",NA
"3894","U.S.A.",2006,"Others",NA
"3895","U.S.A.",2007,"Others",NA
"3896","U.S.A.",2008,"Others",NA
"3897","U.S.A.",2009,"Others",NA
"3898","U.S.A.",2010,"Others",NA
"3899","U.S.A.",2011,"Others",NA
"3900","U.S.A.",2012,"Others",NA
"3901","U.S.A.",2013,"Others",NA
"3902","U.S.A.",2014,"Others",NA
"3903","U.S.A.",2015,"Others",NA
"3904","U.S.A.",2016,"Others",NA
"3905","Canada",2001,"Others",NA
"3906","Canada",2002,"Others",NA
"3907","Canada",2003,"Others",NA
"3908","Canada",2004,"Others",NA
"3909","Canada",2005,"Others",NA
"3910","Canada",2006,"Others",NA
"3911","Canada",2007,"Others",NA
"3912","Canada",2008,"Others",NA
"3913","Canada",2009,"Others",NA
"3914","Canada",2010,"Others",NA
"3915","Canada",2011,"Others",NA
"3916","Canada",2012,"Others",NA
"3917","Canada",2013,"Others",NA
"3918","Canada",2014,"Others",NA
"3919","Canada",2015,"Others",NA
"3920","Canada",2016,"Others",NA
"3921","U.K.",2001,"Others",NA
"3922","U.K.",2002,"Others",NA
"3923","U.K.",2003,"Others",NA
"3924","U.K.",2004,"Others",NA
"3925","U.K.",2005,"Others",NA
"3926","U.K.",2006,"Others",NA
"3927","U.K.",2007,"Others",NA
"3928","U.K.",2008,"Others",NA
"3929","U.K.",2009,"Others",NA
"3930","U.K.",2010,"Others",NA
"3931","U.K.",2011,"Others",NA
"3932","U.K.",2012,"Others",NA
"3933","U.K.",2013,"Others",NA
"3934","U.K.",2014,"Others",NA
"3935","U.K.",2015,"Others",NA
"3936","U.K.",2016,"Others",NA
"3937","Germany",2001,"Others",NA
"3938","Germany",2002,"Others",NA
"3939","Germany",2003,"Others",NA
"3940","Germany",2004,"Others",NA
"3941","Germany",2005,"Others",NA
"3942","Germany",2006,"Others",NA
"3943","Germany",2007,"Others",NA
"3944","Germany",2008,"Others",NA
"3945","Germany",2009,"Others",NA
"3946","Germany",2010,"Others",NA
"3947","Germany",2011,"Others",NA
"3948","Germany",2012,"Others",NA
"3949","Germany",2013,"Others",NA
"3950","Germany",2014,"Others",NA
"3951","Germany",2015,"Others",NA
"3952","Germany",2016,"Others",NA
"3953","France",2001,"Others",NA
"3954","France",2002,"Others",NA
"3955","France",2003,"Others",NA
"3956","France",2004,"Others",NA
"3957","France",2005,"Others",NA
"3958","France",2006,"Others",NA
"3959","France",2007,"Others",NA
"3960","France",2008,"Others",NA
"3961","France",2009,"Others",NA
"3962","France",2010,"Others",NA
"3963","France",2011,"Others",NA
"3964","France",2012,"Others",NA
"3965","France",2013,"Others",NA
"3966","France",2014,"Others",NA
"3967","France",2015,"Others",NA
"3968","France",2016,"Others",NA
"3969","Russianfed.",2001,"Others",NA
"3970","Russianfed.",2002,"Others",NA
"3971","Russianfed.",2003,"Others",NA
"3972","Russianfed.",2004,"Others",NA
"3973","Russianfed.",2005,"Others",NA
"3974","Russianfed.",2006,"Others",NA
"3975","Russianfed.",2007,"Others",NA
"3976","Russianfed.",2008,"Others",NA
"3977","Russianfed.",2009,"Others",NA
"3978","Russianfed.",2010,"Others",NA
"3979","Russianfed.",2011,"Others",NA
"3980","Russianfed.",2012,"Others",NA
"3981","Russianfed.",2013,"Others",NA
"3982","Russianfed.",2014,"Others",NA
"3983","Russianfed.",2015,"Others",NA
"3984","Russianfed.",2016,"Others",NA
"3985","Middleeast",2001,"Others",NA
"3986","Middleeast",2002,"Others",NA
"3987","Middleeast",2003,"Others",NA
"3988","Middleeast",2004,"Others",NA
"3989","Middleeast",2005,"Others",NA
"3990","Middleeast",2006,"Others",NA
"3991","Middleeast",2007,"Others",NA
"3992","Middleeast",2008,"Others",NA
"3993","Middleeast",2009,"Others",NA
"3994","Middleeast",2010,"Others",NA
"3995","Middleeast",2011,"Others",NA
"3996","Middleeast",2012,"Others",NA
"3997","Middleeast",2013,"Others",NA
"3998","Middleeast",2014,"Others",NA
"3999","Middleeast",2015,"Others",NA
"4000","Middleeast",2016,"Others",NA
"4001","India",2001,"Others",NA
"4002","India",2002,"Others",NA
"4003","India",2003,"Others",NA
"4004","India",2004,"Others",NA
"4005","India",2005,"Others",NA
"4006","India",2006,"Others",NA
"4007","India",2007,"Others",NA
"4008","India",2008,"Others",NA
"4009","India",2009,"Others",NA
"4010","India",2010,"Others",NA
"4011","India",2011,"Others",NA
"4012","India",2012,"Others",NA
"4013","India",2013,"Others",NA
"4014","India",2014,"Others",NA
"4015","India",2015,"Others",NA
"4016","India",2016,"Others",NA
"4017","Others",2001,"Others",NA
"4018","Others",2002,"Others",NA
"4019","Others",2003,"Others",NA
"4020","Others",2004,"Others",NA
"4021","Others",2005,"Others",NA
"4022","Others",2006,"Others",NA
"4023","Others",2007,"Others",NA
"4024","Others",2008,"Others",NA
