,name,hood_area,buffer_area,pct_of_hood_in_buffer
118,Lake Balboa,3.125786706190877,1.04089762156456,0.3330034066313536
85,Gramercy Park,1.1384546605510792,0.3721952173242112,0.3269302065521404
242,Vermont Vista,1.6434291667149734,0.5294711143216592,0.3221745877736923
255,West Hills,8.531543438059135,2.7403324457222213,0.3212000812769263
73,El Sereno,4.166957208388675,1.2834692428013514,0.3080111406513957
250,West Adams,1.4826264826993505,0.4445237616164187,0.29982181406006897
46,Chinatown,0.9065126836461499,0.2694283519790383,0.29721410062940445
234,Valley Glen,4.801172531334304,1.414076065431779,0.29452723396273994
195,San Pedro,12.054919355958962,3.538058482132161,0.29349499384110234
146,Mid-City,3.466084015691727,1.0166616564351385,0.29331708401541534
172,Pico-Robertson,1.0294706463283338,0.2963116797487367,0.2878291681317474
156,North Hills,5.314448026346978,1.5251697302535823,0.286985538797704
80,Florence,2.796387795271053,0.7918227913207359,0.28315915005056896
168,Panorama City,3.6438610536463543,1.0316639214056682,0.2831238365615776
75,Elysian Valley,0.7906909163173966,0.22344606711765658,0.28259597082301824
184,Reseda,5.858483960536076,1.627017484170653,0.2777198836986786
143,Mar Vista,2.8954995391579947,0.7998657639465715,0.276244479796799
164,Pacoima,7.1353425696465775,1.9326330901389759,0.27085358148889854
17,Baldwin Hills/Crenshaw,2.8848100903697835,0.7746806280335189,0.2685378252868694
1,Adams-Normandie,0.804178104422329,0.21550287123293155,0.26797903355965563
86,Granada Hills,15.113109893860688,4.029389488054035,0.2666155090747319
126,Larchmont,0.48301283132593476,0.12556657927925147,0.2599653076183389
62,Eagle Rock,4.251883094446961,1.1033359451331666,0.2594934810352956
157,North Hollywood,5.871225811777388,1.496836559894505,0.25494447120257663
96,Harvard Park,0.6402257625311542,0.16065769778433406,0.25093913301640414
216,Studio City,6.307953734127596,1.5709700675382856,0.24904590834884335
82,Glassell Park,2.753582395749591,0.6636201763218071,0.2410024763908159
205,Silver Lake,2.7480174100909722,0.6620657595108133,0.24092487808834362
147,Mid-Wilshire,2.7864070753656205,0.6489155341845624,0.23288612059650848
33,Canoga Park,4.350837080576862,1.0016577740933716,0.23022185283953805
202,Sherman Oaks,9.143855650649966,2.0598560444999268,0.2252721524922047
42,Chatsworth,15.247250961334917,3.4069483634945135,0.2234467296520599
140,Manchester Square,1.0088288882968885,0.22308437067666909,0.2211320207664568
218,Sun Valley,9.423702338442467,2.040202802562356,0.21649694878834183
56,Del Rey,2.455256932983263,0.5227344920255375,0.21290419141201172
270,Winnetka,4.7812887878905155,0.9987542932305066,0.20888809221480906
9,Arleta,3.088395536435892,0.6380501440296426,0.2065959934542494
201,Shadow Hills,12.806059132647569,2.6081056630427537,0.20366184756977185
148,Mission Hills,3.1830064833291787,0.647164646007192,0.20331867038181708
153,Mount Washington,1.853623014806685,0.37425771532015106,0.20190605766684577
158,Northridge,9.458573183322994,1.9050694823994592,0.20141193026432436
60,Downtown,5.834863841278372,1.1341332829384272,0.1943718506188737
91,Hancock Park,1.5192882619885189,0.2913351471001516,0.19175765020315363
271,Woodland Hills,14.767672650485563,2.719652329236708,0.1841625551706203
26,Beverlywood,0.7961916977365638,0.14425969487294343,0.18118713782503504
43,Chatsworth Reservoir,1.8023627206345574,0.3201380341177043,0.17762131365266665
268,Wilmington,9.138719031831776,1.5979865390785375,0.17485891988937044
237,Van Nuys,8.999996317576066,1.5323675273799833,0.17026312826233353
175,Playa Vista,1.3025803609274726,0.21586200255117394,0.16571876025942409
105,Hollywood Hills West,4.872704951618624,0.7985174569647092,0.1638756019281357
182,Rancho Park,0.5991892777885972,0.09730826051499045,0.1623998694938634
94,Harbor Gateway,5.145270897056223,0.8152857932018037,0.158453424418966
76,Encino,9.498526056765359,1.4449329667065114,0.1521218090123944
264,Westwood,3.673559378606049,0.5335930139543835,0.1452523177008937
121,Lake View Terrace,4.232047534292804,0.5918139576678156,0.13984104688623508
220,Sylmar,12.466647379078266,1.723497260384529,0.13824865723537916
163,Pacific Palisades,22.8446279494528,3.1133606443322717,0.13628414746876394
24,Beverly Grove,1.6460394516230208,0.22156122422537616,0.1346026208587609
221,Tarzana,8.799173819388937,1.1490469833420838,0.13058578077070876
217,Sunland,4.006100458863465,0.5161961634102998,0.128852525969043
29,Brentwood,15.222227542205014,1.811301337460253,0.11899055722549508
227,Tujunga,10.020422181157484,1.1789677315797387,0.11765649293666319
259,West Los Angeles,1.0502554497686214,0.12130529573376292,0.11550075342192923
252,Westchester,10.801717174656549,1.0830845866666816,0.10026966723474866
269,Windsor Square,0.6795227661671241,0.06270557632341502,0.09227884545665538
23,Beverly Crest,8.236457978881594,0.6218036374899473,0.07549405813570122
39,Century City,0.7016965276240427,0.05239509609476336,0.07466916826875875
19,Bel-Air,6.366961604569551,0.3961604539147359,0.06222127264446085
223,Toluca Lake,1.216979546097187,0.06929853108692847,0.056943053241253365
